"","V1","V2"
"1",4,29895476.6428762
"2",5,20469151.4575213
"3",6,20950830.7428462
"4",7,15921814.0271376
"5",8,15681883.2180187
"6",9,15492579.9553937
"7",10,12512693.8292051
"8",11,14346528.2217797
"9",12,9992925.80140699
"10",13,9124726.25831573
"11",14,9317546.86537769
"12",15,11032203.114995
"13",16,10976181.8119663
"14",17,10218387.6693042
"15",18,9033649.3036404
"16",19,13874535.2845165
"17",20,17330278.7815994
"18",21,16043671.5455709
"19",22,13740448.2574509
"20",23,9799150.90974914
"21",24,11532432.0688754
"22",25,24561686.5377812
"23",26,25483560.5439987
"24",27,19943207.9987639
"25",28,17854882.9719047
"26",29,13269808.5537464
"27",30,15882672.4606798
"28",31,16361471.527455
"29",32,16691439.0060958
"30",33,13160648.7290535
"31",34,25109587.7340152
"32",35,21734367.4764465
"33",36,21020044.5019247
"34",37,23124720.9866681
"35",38,16879907.1270255
"36",39,21714893.1457685
"37",40,24509639.060014
"38",41,20340084.886132
"39",42,19495540.7248842
"40",43,18699176.4535025
"41",44,19763663.4658124
"42",45,16443201.7808863
"43",46,11635920.7467438
"44",47,17006272.6092128
"45",48,14359020.0592705
"46",49,18227727.271641
"47",50,41131182.5600004
"48",51,31752053.573409
"49",52,34409972.1771372
"50",53,47333098.4713196
"51",54,25721824.152521
"52",55,48996057.2142337
"53",56,38132252.2525661
"54",57,34710649.3040966
"55",58,28913560.1510698
"56",59,34848112.1700579
"57",60,24018392.484336
"58",61,21485152.4252325
"59",62,25759102.7947488
"60",63,32177425.7576174
"61",64,27067379.5081576
"62",65,27370722.2587136
"63",66,29649270.9078301
"64",67,21289886.3722182
"65",68,22816887.2951014
"66",69,31538468.5557302
"67",70,23237394.651604
"68",71,30029727.7542677
"69",72,26717008.7382585
"70",73,31999135.3793709
"71",74,22352612.6573533
"72",75,34291615.8415859
"73",76,29489887.5876359
"74",77,29183678.5446139
"75",78,21461546.4201094
"76",79,20267985.7993679
"77",80,24927225.1836362
"78",81,23345223.1185687
"79",82,32579788.4643969
"80",83,25595481.3712443
"81",84,30917604.9633144
"82",85,25442724.5202682
"83",86,29790679.7637534
"84",87,29330697.3715536
"85",88,25775483.0347011
"86",89,17055536.8718718
"87",90,23789681.1137981
"88",91,22342277.3118622
"89",92,24773680.363336
"90",93,30029495.3160802
"91",94,25489879.3553909
"92",95,22277552.7544454
"93",96,27518008.7563291
"94",97,24743755.977441
"95",98,24596645.9245478
"96",99,22784687.1823786
"97",100,570682516.655479
"98",101,572158409.945484
"99",102,579515118.125627
"100",103,633557972.512356
