problem	evaluations	best value
0	400 / 400	0.0019281918366509407
1	400 / 400	0.022200635834462207
2	400 / 400	1.0036194078776797
3	400 / 400	1.17680101000577
4	400 / 400	0.0013565342892007904
5	400 / 400	2.3380363524472001
6	400 / 400	0.81400009511510907
7	400 / 400	0.00041730275804496825
8	400 / 400	1.3555379781017003
9	400 / 400	0.011217005924649501
10	400 / 400	0.99552746479999887
11	400 / 400	0.00018984848516012705
12	400 / 400	1.4149386676795097
13	400 / 400	1.0744208038244598
14	400 / 400	0.00099174442041061205
15	400 / 400	1.9908180754034199
16	400 / 400	2.0468227990451595
17	400 / 400	1.9923664764801199
18	400 / 400	1.9946456778426098
19	400 / 400	0.0084570061204480903
20	400 / 400	0.11075025749893203
21	400 / 400	2.1791591988184398
22	400 / 400	1.6550396855842597
23	400 / 400	2.2792325590354801
24	400 / 400	0.027857853463427108
25	400 / 400	0.014619216446337903
26	400 / 400	0.028346384059840805
27	400 / 400	0.14936691245271302
28	400 / 400	0.00055791453738507411
29	400 / 400	1.0181559882002003
30	400 / 400	0.00029829518318891208
31	400 / 400	1.1279049206674199
32	400 / 400	0.20807083737293303
33	400 / 400	1.0412225670254298
34	400 / 400	0.0076665151142663009
35	400 / 400	1.3201057921819199
36	400 / 400	1.8237363445829597
37	400 / 400	0.17275788323029703
38	400 / 400	1.8989111490662702
39	400 / 400	1.0547307299935402
40	400 / 400	1.0798092172143094
41	400 / 400	0.26823839063975202
42	400 / 400	0.0018774628135460605
43	400 / 400	0.326145551696506
44	400 / 400	0.018432112384527206
45	400 / 400	0.0041898451031343615
46	400 / 400	0.0039518316117366226
47	400 / 400	0.032733779578354216
48	400 / 400	0.99810336078488893
49	400 / 400	1.0331099854641999
50	400 / 400	0.94564599001861516
51	400 / 400	0.77342528926105591
52	400 / 400	1.02048188051331
53	400 / 400	0.99548194458012795
54	400 / 400	0.99551471416560489
55	400 / 400	0.077055098557824692
56	400 / 400	0.20547647131659402
57	400 / 400	0.00094833811302663727
58	400 / 400	0.00091525899542688226
59	400 / 400	0.63771496832250607
60	400 / 400	1.0204434712630701
61	400 / 400	0.060225084516858408
62	400 / 400	0.075286545437524721
63	400 / 400	0.59392702497778105
64	400 / 400	0.04557262966990553
65	400 / 400	0.11849236760752301
66	400 / 400	1.0369578674776201
67	400 / 400	2.0021098656983303
68	400 / 400	0.99819713056999904
69	400 / 400	1.0848100665482603
70	400 / 400	0.78312547292957324
71	400 / 400	1.02571793700474
72	400 / 400	0.40935746658247407
73	400 / 400	2.0051911664435202
74	400 / 400	1.0009508048450202
75	400 / 400	1.51701974903186
76	400 / 400	0.0012456032934977704
77	400 / 400	1.1558511617382903
78	400 / 400	0.00036217857354259303
79	400 / 400	1.1093274168579799
80	400 / 400	0.0025332699693301208
81	400 / 400	0.11640780974398302
82	400 / 400	1.9324080454148898
83	400 / 400	2.0245747827882905
84	400 / 400	0.74079614453558718
85	400 / 400	0.010189168273814901
86	400 / 400	1.0486716762386898
87	400 / 400	0.94385619472669191
88	400 / 400	2.6690069402598597
89	400 / 400	0.38691691842878506
90	400 / 400	1.1171738252526899
91	400 / 400	1.0032384132068699
92	400 / 400	0.80607366282929904
93	400 / 400	1.0033748312309199
94	400 / 400	0.9949928393318791
95	400 / 400	1.7994149615649002
96	400 / 400	0.62003641946273202
97	400 / 400	0.95788420513240202
98	400 / 400	0.14043111844374301
99	400 / 400	0.99689659716605994
100	1600 / 1600	0.00032270978713455607
101	1600 / 1600	1.9903698422688598
102	1600 / 1600	3.0254661606288695
103	1600 / 1600	0.99509245064904006
104	1600 / 1600	2.9849308876534804
105	1600 / 1600	0.00062770783021903807
106	1600 / 1600	0.20925230328636205
107	1600 / 1600	0.99689810089456898
108	1600 / 1600	0.99496011684464492
109	1600 / 1600	3.19509554103404
110	1600 / 1600	0.9949594747144771
111	1600 / 1600	1.98994217267135
112	1600 / 1600	0.99496115423825393
113	1600 / 1600	1.9958924703615699
114	1600 / 1600	2.4518155550424101
115	1600 / 1600	1.2439927968449496
116	1600 / 1600	1.0062932151552497
117	1600 / 1600	1.0136375812888101
118	1600 / 1600	2.1984965280486599
119	1600 / 1600	0.00015708434104766411
120	1600 / 1600	0.99507005591890196
121	1600 / 1600	1.9917088553792397
122	1600 / 1600	0.476543787405731
123	1600 / 1600	0.99501013837615893
124	1600 / 1600	3.9806691552582194
125	1600 / 1600	2.0001538619409307
126	1600 / 1600	3.3198388982482392
127	1600 / 1600	3.2152247471932003
128	1600 / 1600	0.99496941733442412
129	1600 / 1600	0.99498746228746893
130	1600 / 1600	3.5798175497526801
131	1600 / 1600	0.031555481567053796
132	1600 / 1600	0.40721027743934007
133	1600 / 1600	0.99497109886477408
134	1600 / 1600	7.2759114850384803e-05
135	1600 / 1600	2.9849914320094904
136	1600 / 1600	0.99506516119522781
137	1600 / 1600	0.14754558798024703
138	1600 / 1600	0.99499014216726089
139	1600 / 1600	2.6657920419533405
140	1600 / 1600	1.1813345852540098
141	1600 / 1600	1.0013680581594395
142	1600 / 1600	0.9949674815550299
143	1600 / 1600	1.9932258914760299
144	1600 / 1600	0.99797097259163103
145	1600 / 1600	4.5680514520631403
146	1600 / 1600	0.0023200809487562398
147	1600 / 1600	0.0026823439590870604
148	1600 / 1600	0.99496657073510886
149	1600 / 1600	1.9899344670173595
150	1600 / 1600	2.4435206312565803
151	1600 / 1600	5.5408422512842606
152	1600 / 1600	1.0049605173893896
153	1600 / 1600	1.9899359035582
154	1600 / 1600	1.4514196002081297
155	1600 / 1600	2.0453272293884304
156	1600 / 1600	0.24762654601730102
157	1600 / 1600	0.99497911110572801
158	1600 / 1600	3.5424234661116398
159	1600 / 1600	0.99496469967675694
160	1600 / 1600	1.3940318528164399
161	1600 / 1600	2.9875377367912108
162	1600 / 1600	0.99596935019396693
163	1600 / 1600	2.2996723564910302
164	1600 / 1600	2.9848818942838098
165	1600 / 1600	1.32225136522537
166	1600 / 1600	1.7987703796745502
167	1600 / 1600	0.99503496392734481
168	1600 / 1600	1.05384577312071
169	1600 / 1600	1.0042797990496797
170	1600 / 1600	8.54433414332334e-06
171	1600 / 1600	1.05774194584885
172	1600 / 1600	2.0161519686438298
173	1600 / 1600	2.40367047629148
174	1600 / 1600	0.60405652069894
175	1600 / 1600	1.0627402262062402
176	1600 / 1600	2.5722654085055594
177	1600 / 1600	0.99934935951554804
178	1600 / 1600	0.020553752280214603
179	1600 / 1600	0.58890957957026302
180	1600 / 1600	4.2872308365390088
181	1600 / 1600	2.0894085642601299
182	1600 / 1600	2.0035579463076507
183	1600 / 1600	2.4406103393729994
184	1600 / 1600	1.98995846294888
185	1600 / 1600	0.48171616288804109
186	1600 / 1600	2.0340121617768196
187	1600 / 1600	1.4366444856987299
188	1600 / 1600	4.2319344311861
189	1600 / 1600	1.9900476572466299
190	1600 / 1600	0.99538686026520684
191	1600 / 1600	0.081243778016322224
192	1600 / 1600	1.9899779467890399
193	1600 / 1600	2.0493172151147103
194	1600 / 1600	7.9531879748628893e-08
195	1600 / 1600	0.99926693862154492
196	1600 / 1600	1.9909227065183899
197	1600 / 1600	4.47947551671243
198	1600 / 1600	0.99869050955707206
199	1600 / 1600	3.61078601626784
200	2500 / 2500	2.5805596428848303
201	2500 / 2500	2.0315261203052197e-05
202	2500 / 2500	0.99495952960450007
203	2500 / 2500	1.9899216699160598
204	2500 / 2500	2.1897849511194805
205	2500 / 2500	1.9899183072305997
206	2500 / 2500	2.9380734645201295e-07
207	2500 / 2500	1.9906740930145097
208	2500 / 2500	0.99497070754250705
209	2500 / 2500	0.00079747263736607021
210	2500 / 2500	3.9798377386541
211	2500 / 2500	0.0010697997680111401
212	2500 / 2500	1.9899591849648699
213	2500 / 2500	2.2628215898354802
214	2500 / 2500	0.99500911981729689
215	2500 / 2500	1.12249286740427
216	2500 / 2500	7.6135035865549598
217	2500 / 2500	2.9849216288477005
218	2500 / 2500	0.99698932298787202
219	2500 / 2500	2.9848850291008895
220	2500 / 2500	2.2044719133855302
221	2500 / 2500	3.0968208719489101
222	2500 / 2500	1.3595043841213699
223	2500 / 2500	2.0430249811554204
224	2500 / 2500	0.99506260508370992
225	2500 / 2500	1.99818254239018
226	2500 / 2500	2.9849504568288197
227	2500 / 2500	0.99522522618172404
228	2500 / 2500	1.9903453509876499
229	2500 / 2500	0.9949592170237912
230	2500 / 2500	3.4295711742686898
231	2500 / 2500	1.03591040150559
232	2500 / 2500	1.9899208624046196
233	2500 / 2500	1.9899942218312998
234	2500 / 2500	1.9899250117428098
235	2500 / 2500	3.9911752623649401
236	2500 / 2500	2.0135663671065105
237	2500 / 2500	0.99498428358136692
238	2500 / 2500	1.9899185089241398
239	2500 / 2500	1.9899207977686295
240	2500 / 2500	2.9849014470199404
241	2500 / 2500	1.0090916167646695
