"","V1","V2"
"1",4,308847693.437726
"2",5,492426461.16371
"3",6,280722207.627254
"4",7,217313469.20394
"5",8,144539306.215394
"6",9,172473109.964967
"7",10,137416201.747712
"8",11,140615955.173172
"9",12,108837526.893045
"10",13,99435941.911765
"11",14,137270132.470664
"12",15,140773842.829036
"13",16,125718632.790589
"14",17,120808208.096369
"15",18,125788450.377517
"16",19,153012238.939698
"17",20,120981671.466149
"18",21,114989913.259217
"19",22,125135036.280038
"20",23,148911080.002383
"21",24,126801288.952611
"22",25,166095159.411554
"23",26,134417518.01456
"24",27,131596655.345983
"25",28,162239029.186657
"26",29,134588554.308887
"27",30,127782265.57468
"28",31,152159833.545978
"29",32,165796138.130986
"30",33,148490431.426171
"31",34,184213888.139087
"32",35,170885821.266862
"33",36,150598583.32315
"34",37,145833989.897558
"35",38,146414975.45267
"36",39,209600443.492778
"37",40,161690171.997971
"38",41,187344901.445245
"39",42,179738775.550802
"40",43,198699791.445283
"41",44,174790614.988471
"42",45,202204236.377322
"43",46,159033150.671682
"44",47,159542985.629894
"45",48,166369246.35072
"46",49,170855847.86383
"47",50,222019480.558403
"48",51,232157715.638435
"49",52,206336319.117173
"50",53,254453740.963585
"51",54,183767698.099286
"52",55,222591716.101362
"53",56,177350321.375864
"54",57,197012513.267087
"55",58,186674289.163675
"56",59,185357380.633465
"57",60,245776203.336955
"58",61,203915482.232814
"59",62,237758993.563662
"60",63,230755429.247745
"61",64,194256717.121429
"62",65,232708237.005548
"63",66,228103793.72434
"64",67,202041753.011745
"65",68,245329366.228358
"66",69,198406616.983593
"67",70,211900954.641806
"68",71,210130521.828479
"69",72,170394510.628152
"70",73,234587195.356986
"71",74,247938299.85323
"72",75,252348855.954157
"73",76,236597083.382049
"74",77,203963418.799831
"75",78,189689080.617273
"76",79,239098424.959223
"77",80,237791799.085082
"78",81,237980164.260926
"79",82,188289364.922068
"80",83,223813961.533697
"81",84,218393851.593248
"82",85,205023615.033264
"83",86,232558921.976893
"84",87,223517208.336071
"85",88,189441492.023307
"86",89,239818180.543972
"87",90,239254151.655653
"88",91,226833853.634376
"89",92,234029749.187137
"90",93,196802787.448932
"91",94,211031240.087363
"92",95,199077268.762186
"93",96,221857151.7049
"94",97,234011873.251725
"95",98,219972520.155194
"96",99,206007887.829281
"97",100,273119933.544565
"98",101,270227814.512543
"99",102,276214259.562428
"100",103,211844437.823723
