"","V1","V2"
"1",4,19084832.2141597
"2",5,18905920.8417998
"3",6,6082649.89729809
"4",7,5107946.78029745
"5",8,2678322.32739805
"6",9,4426050.68892412
"7",10,1475608.81470334
"8",11,2805816.91581765
"9",12,870150.47369715
"10",13,1157205.73324423
"11",14,1544637.39789622
"12",15,1270495.58484909
"13",16,998854.907145116
"14",17,914577.240324602
"15",18,839343.037793719
"16",19,864858.79593137
"17",20,404085.946056118
"18",21,440996.496400201
"19",22,633583.608846875
"20",23,397708.504802471
"21",24,459482.01486741
"22",25,489908.595170083
"23",26,764794.026623375
"24",27,631235.257785348
"25",28,785879.659148462
"26",29,714104.422782973
"27",30,744004.265840076
"28",31,941423.905575539
"29",32,864248.778629635
"30",33,1273388.62878432
"31",34,714246.57811317
"32",35,569057.830909447
"33",36,781429.552273623
"34",37,1093639.56123796
"35",38,1019214.43261954
"36",39,910382.060819391
"37",40,1187584.08725377
"38",41,1041445.09582532
"39",42,936514.484424441
"40",43,1393790.05269372
"41",44,1237585.01453822
"42",45,1116645.42298332
"43",46,1535504.3633408
"44",47,1084520.3768494
"45",48,1518827.15100278
"46",49,1408478.65317453
"47",50,1452939.22858815
"48",51,1041971.16609443
"49",52,1230491.24370715
"50",53,1361781.70364622
"51",54,1708202.24609366
"52",55,1614478.00340823
"53",56,1755406.09453827
"54",57,1676542.4865878
"55",58,1491919.20666068
"56",59,1569851.77333566
"57",60,1806349.85855899
"58",61,1309957.89817135
"59",62,1444527.88063981
"60",63,1900725.92936438
"61",64,1703034.14841285
"62",65,1678149.98063968
"63",66,1987401.89941351
"64",67,1717205.93238102
"65",68,1558835.80831731
"66",69,1659973.13748362
"67",70,1817075.52006587
"68",71,1812235.08047216
"69",72,2292724.70837197
"70",73,2301166.11077111
"71",74,2296691.1685602
"72",75,2348144.65021817
"73",76,2252077.10798102
"74",77,2444758.32461077
"75",78,2512125.80301694
"76",79,2039714.88127288
"77",80,2153717.98606891
"78",81,2004713.24704614
"79",82,2139932.89596213
"80",83,2401760.85713881
"81",84,2058599.97912659
"82",85,1796029.99608258
"83",86,2244345.82089687
"84",87,1833356.59028008
"85",88,2053762.99404096
"86",89,2439824.0593603
"87",90,2090303.9836561
"88",91,2457370.66725444
"89",92,2425372.45383867
"90",93,2750229.93768161
"91",94,2417388.01277353
"92",95,1878846.05214536
"93",96,2543935.30155128
"94",97,2340019.73717877
"95",98,2860934.59831759
"96",99,2144201.27360448
"97",100,2614345.21080105
"98",101,2866947.12229728
"99",102,2755434.72299928
"100",103,2794499.42887232
