problem	evaluations	best value
214	2500 / 2500	2.9849147514948604
215	2500 / 2500	1.9899204374981196
216	2500 / 2500	2.9849182948457198
217	2500 / 2500	0.43538941308798212
218	2500 / 2500	2.9905101038328499
219	2500 / 2500	3.9801150876622504
220	2500 / 2500	5.9699223949140618
221	2500 / 2500	5.6058250404781793
222	2500 / 2500	0.0040426233505144208
223	2500 / 2500	1.9899252144488697
224	2500 / 2500	1.9906262544426097
225	2500 / 2500	2.9533459533596296
226	2500 / 2500	0.99503480054657711
227	2500 / 2500	0.77024569416204303
228	2500 / 2500	0.0014164554180240401
229	2500 / 2500	0.99496247313556596
230	2500 / 2500	1.9900660036251199
231	2500 / 2500	3.7402954372988297
232	2500 / 2500	1.0399614794104597
233	2500 / 2500	2.9959707672103906
234	2500 / 2500	1.9902778426188701
235	2500 / 2500	0.994960558995587
236	2500 / 2500	1.9917035961378997
237	2500 / 2500	1.9899628567324397
238	2500 / 2500	1.0569728380899099
239	2500 / 2500	2.98621479007477
240	2500 / 2500	2.9848843538673906
241	2500 / 2500	0.99558376314212882
242	2500 / 2500	0.0053593964558942327
243	2500 / 2500	2.9877972049517707
244	2500 / 2500	0.994976677232287
245	2500 / 2500	0.99598706639463297
246	2500 / 2500	1.08827618300926
247	2500 / 2500	0.99509043214192205
248	2500 / 2500	2.9869688988010101
249	2500 / 2500	1.9899906350589396
250	2500 / 2500	0.99608907189941898
251	2500 / 2500	1.0268433787236499
252	2500 / 2500	1.9901578132469901
253	2500 / 2500	1.1995511653254101
254	2500 / 2500	6.9219586151803004e-07
255	2500 / 2500	2.0280839387981198
256	2500 / 2500	3.12754865803306
257	2500 / 2500	1.9978995800543096
258	2500 / 2500	1.4718222064315598
259	2500 / 2500	1.9944598339511301
260	2500 / 2500	2.4739589668752795
261	2500 / 2500	2.39288327071201
262	2500 / 2500	1.0627096085030998
263	2500 / 2500	2.9848773932459798
264	2500 / 2500	1.9910514004225599
265	2500 / 2500	2.9886844390343996
266	2500 / 2500	2.9849073522468603
267	2500 / 2500	3.10751941315156
268	2500 / 2500	4.0148304188642596
269	2500 / 2500	3.9798410478240198
270	2500 / 2500	1.2145347678576999
271	2500 / 2500	2.9126639444015496
272	2500 / 2500	2.0099331437699801
273	2500 / 2500	5.9707862430118706
274	2500 / 2500	2.0784304150395099
275	2500 / 2500	2.9872884142228999
276	2500 / 2500	2.7218854224190099
277	2500 / 2500	4.0220244424802392
278	2500 / 2500	5.8745347354347697
279	2500 / 2500	0.99501019428255688
280	2500 / 2500	2.0006669908943997
281	2500 / 2500	1.1818668653699298
282	2500 / 2500	0.99510495605291993
283	2500 / 2500	4.4041321835663907e-05
284	2500 / 2500	2.9850558205153996
285	2500 / 2500	2.9848799621859103
286	2500 / 2500	2.9850860313058396
287	2500 / 2500	0.00023231525549505204
288	2500 / 2500	6.5729078352940205
289	2500 / 2500	3.9801395309815506
290	2500 / 2500	3.9945677937546797
291	2500 / 2500	1.1098073052376198
292	2500 / 2500	1.9913233654650697
293	2500 / 2500	5.7875625636652792
294	2500 / 2500	0.99496087321555404
295	2500 / 2500	0.015053478066512601
296	2500 / 2500	1.9899386877155396
297	2500 / 2500	2.0695701486407905
298	2500 / 2500	3.2650936087290203
299	2500 / 2500	0.99496387616321202
300	6400 / 6400	2.98487745156562
301	6400 / 6400	2.9848821627511799
302	6400 / 6400	1.98991876375837
303	6400 / 6400	3.9798362816143302
304	6400 / 6400	2.9848775124877602
305	6400 / 6400	2.9898654865916394
306	6400 / 6400	1.9899202209710398
307	6400 / 6400	1.98991870396127
308	6400 / 6400	2.9849983940617499
309	6400 / 6400	3.9798362630983197
310	6400 / 6400	1.9899181487975999
311	6400 / 6400	1.9899181530999797
312	6400 / 6400	3.9798362677686501
313	6400 / 6400	1.9899629741981499
314	6400 / 6400	0.99495968955155001
315	6400 / 6400	3.9798362409807302
316	6400 / 6400	1.9899295647038899
317	6400 / 6400	1.9912623325651597
318	6400 / 6400	1.9899184005735899
319	6400 / 6400	1.9899183554181696
320	6400 / 6400	4.9747953286371303
321	6400 / 6400	3.9798393330262294
322	6400 / 6400	3.9798440390940191
323	6400 / 6400	1.9899182892104497
324	6400 / 6400	3.9799100630129502
325	6400 / 6400	3.9798362931395297
326	6400 / 6400	1.9899601942806797
327	6400 / 6400	2.9848853503735997
328	6400 / 6400	3.9798412965752195
329	6400 / 6400	1.9942193095987502
330	6400 / 6400	1.9899244866665198
331	6400 / 6400	2.5080169052671398e-08
332	6400 / 6400	4.9806848124944702e-05
333	6400 / 6400	1.9899183490688599
334	6400 / 6400	0.99576735236733793
335	6400 / 6400	4.9748223256663708
336	6400 / 6400	0.99495918708942099
337	6400 / 6400	2.9848773277949503
338	6400 / 6400	0.99495911806772597
339	6400 / 6400	3.9798368317307196
340	6400 / 6400	2.5302008805384997
341	6400 / 6400	0.99496078476185779
342	6400 / 6400	2.9894807105043104
343	6400 / 6400	2.9848775747168301
344	6400 / 6400	3.9798819904961698
345	6400 / 6400	3.9798415070885897
346	6400 / 6400	4.9747970365211103
347	6400 / 6400	2.9849048523975208
348	6400 / 6400	2.9848777934061799
349	6400 / 6400	2.9848780686862901
350	6400 / 6400	2.9848771850825799
351	6400 / 6400	2.9848772875364804
352	6400 / 6400	1.9899184661045799
353	6400 / 6400	1.9899182108566198
354	6400 / 6400	8.4627861056674232e-05
355	6400 / 6400	1.9916452843802499
356	6400 / 6400	2.9848806348569501
357	6400 / 6400	3.9961385944627597
358	6400 / 6400	1.9903232363604999
359	6400 / 6400	2.9848774738071198
360	6400 / 6400	0.99495935737640206
361	6400 / 6400	1.9899187383153998
362	6400 / 6400	0.99495998248436002
363	6400 / 6400	1.06781509609627
364	6400 / 6400	2.9848785556472599
365	6400 / 6400	2.9848819382780798
366	6400 / 6400	3.9798367788787199
367	6400 / 6400	1.9899244041978597
368	6400 / 6400	2.8965872047592698e-06
369	6400 / 6400	2.9848777354449401
370	6400 / 6400	3.9798380710603301
371	6400 / 6400	3.9798364115034097
372	6400 / 6400	5.0057520954049908
373	6400 / 6400	4.9747954533265402
374	6400 / 6400	2.9848828684561801
375	6400 / 6400	2.9853239838852099
376	6400 / 6400	1.9899316679440295
377	6400 / 6400	1.9899181385700999
378	6400 / 6400	1.98991898404837
379	6400 / 6400	3.9798362333772794
380	6400 / 6400	5.9697543444028902
381	6400 / 6400	2.98492902008786
382	6400 / 6400	6.9687012398961095
383	6400 / 6400	1.9899181195774098
384	6400 / 6400	4.9747953581990894
385	6400 / 6400	0.99505553781285994
386	6400 / 6400	3.97984105824845
387	6400 / 6400	1.9899195699749699
388	6400 / 6400	2.9896470954147096
389	6400 / 6400	1.98991814473227
390	6400 / 6400	3.9813940645123709
391	6400 / 6400	0.99496042026444798
392	6400 / 6400	0.41104327259421303
393	6400 / 6400	3.9800932955117201
394	6400 / 6400	1.9899181174391196
395	6400 / 6400	2.9849032869147902
396	6400 / 6400	4.9747904584677798
397	6400 / 6400	0.99496227355111
398	6400 / 6400	1.9899665262673498
399	6400 / 6400	1.9899182710920398
400	10000 / 10000	4.9748264262057491
401	10000 / 10000	1.9899211611001097
402	10000 / 10000	3.9798363086429998
403	10000 / 10000	2.9848771867416799
404	10000 / 10000	3.9798436255016991
405	10000 / 10000	4.9747988225609099
406	10000 / 10000	4.9747956370253199
407	10000 / 10000	2.9848774700514
408	10000 / 10000	4.9747965603855695
409	10000 / 10000	3.9798379063798697
410	10000 / 10000	1.9899186838853098
411	10000 / 10000	0.99496166683238096
412	10000 / 10000	1.9899189608466701
413	10000 / 10000	3.9798368228472301
414	10000 / 10000	3.9798362417936302
415	10000 / 10000	3.9798375045924201
416	10000 / 10000	2.98487723254485
417	10000 / 10000	0.99495910379789598
418	10000 / 10000	5.969762245648301
419	10000 / 10000	1.9899367418648097
420	10000 / 10000	4.9747983719905209
421	10000 / 10000	0.99495906868321504
422	10000 / 10000	3.9798395482221003
423	10000 / 10000	1.99105687868287
424	10000 / 10000	0.99495906577801896
425	10000 / 10000	2.0010446066952197
426	10000 / 10000	2.9848891187568301
427	10000 / 10000	1.9899181594978899
428	10000 / 10000	3.9798406713612997
429	10000 / 10000	4.9748271946904215
430	10000 / 10000	4.2677563811821503e-06
431	10000 / 10000	2.98487852798758
432	10000 / 10000	5.9697574904309505
433	10000 / 10000	2.9848814974379403
434	10000 / 10000	1.9899182182098696
435	10000 / 10000	3.9798380696786895
436	10000 / 10000	3.9798362595134997
437	10000 / 10000	1.9899196859518897
438	10000 / 10000	4.9747952937650304
439	10000 / 10000	2.3751932610806703
440	10000 / 10000	0.99553728439148892
441	10000 / 10000	5.9697543518037399
442	10000 / 10000	2.9848857466484904
443	10000 / 10000	3.9802337391701301
444	10000 / 10000	0.99495906288700597
445	10000 / 10000	0.99505512792190087
446	10000 / 10000	2.9848853061798897
447	10000 / 10000	2.9848772104358798
448	10000 / 10000	0.99496038296422284
449	10000 / 10000	7.824564676184308e-07
450	10000 / 10000	4.97480091877242
451	10000 / 10000	1.9899181323992299
452	10000 / 10000	3.9798382479198597
453	10000 / 10000	3.9798362532426199
454	10000 / 10000	2.8786274697267796e-08
455	10000 / 10000	1.71554418670894e-06
456	10000 / 10000	2.9848771969333301
457	10000 / 10000	3.9798362351783996
458	10000 / 10000	3.9955886149926396
459	10000 / 10000	3.9798363751548593
460	10000 / 10000	4.9747953739690001
461	10000 / 10000	2.9848780576068501
462	10000 / 10000	5.9697543677323797
463	10000 / 10000	1.98991812374267
464	10000 / 10000	1.9899182050701998
465	10000 / 10000	2.9848771746190899
466	10000 / 10000	2.9848786961234697
467	10000 / 10000	2.9848780514301998
468	10000 / 10000	3.9798511173131592
469	10000 / 10000	2.98487723931167
470	10000 / 10000	3.9804192542272401
471	10000 / 10000	1.98991816531054
472	10000 / 10000	4.9748033373145102
473	10000 / 10000	3.9798412551150197
474	10000 / 10000	1.9899204058077697
475	10000 / 10000	4.97479550557044
476	10000 / 10000	5.9697543646530402
477	10000 / 10000	0.99495913545324299
478	10000 / 10000	4.974800058169409
479	10000 / 10000	2.98488012637223
480	10000 / 10000	3.97983730297919
481	10000 / 10000	2.9848771733477997
482	10000 / 10000	3.97983623352791
483	10000 / 10000	3.9798362498063105
484	10000 / 10000	0.99496396619583993
485	10000 / 10000	3.9798363049907595
486	10000 / 10000	0.994959121023825
487	10000 / 10000	2.9848772387961202
488	10000 / 10000	0.99496267760956403
489	10000 / 10000	3.9798461213606693
490	10000 / 10000	0.99496307077373591
491	10000 / 10000	2.9848788973387896
492	10000 / 10000	0.99496023685553303
493	10000 / 10000	3.9798378275625503
494	10000 / 10000	2.9848959704288394
495	10000 / 10000	2.9848805882095504
496	10000 / 10000	4.9747953639124898
497	10000 / 10000	0.99495908181567894
498	10000 / 10000	2.9848772005189801
499	10000 / 10000	1.9899323757722398
500	25600 / 25600	5.9697676219393312
501	25600 / 25600	2.98487723688373
502	25600 / 25600	3.9798468288421698
503	25600 / 25600	3.9798407341187989
504	25600 / 25600	1.9899240559120994
505	25600 / 25600	2.9848771873714104
506	25600 / 25600	5.9697595978092606
507	25600 / 25600	4.9747952858563211
508	25600 / 25600	4.9747977567357093
509	25600 / 25600	1.9899181471584797
510	25600 / 25600	2.9848841801422501
511	25600 / 25600	1.9899212230263597
512	25600 / 25600	4.9748041649555095
513	25600 / 25600	4.9747977683441311
514	25600 / 25600	2.9848811026712401
515	25600 / 25600	3.9798512411763602
516	25600 / 25600	3.9798394549931992
517	25600 / 25600	1.9899222490137698
518	25600 / 25600	3.9798437270297593
519	25600 / 25600	1.9899181173868199
520	25600 / 25600	1.9899339602458799
521	25600 / 25600	2.9848827999679801
522	25600 / 25600	1.9899295175815397
523	25600 / 25600	0.99496621782193984
524	25600 / 25600	2.9848802949740598
525	25600 / 25600	4.9747952860788001
526	25600 / 25600	0.99496498661079602
527	25600 / 25600	4.9747962799057488
528	25600 / 25600	2.9848834820063801
529	25600 / 25600	5.9697638686005501
530	25600 / 25600	0.99496168427487008
531	25600 / 25600	3.9798377383424404
532	25600 / 25600	4.9747954563402494
533	25600 / 25600	2.98488240686831
534	25600 / 25600	2.9848805377061502
535	25600 / 25600	1.9899219657054596
536	25600 / 25600	2.9848872697320106
537	25600 / 25600	5.9697588730221307
538	25600 / 25600	6.9647191652083498
539	25600 / 25600	2.9848794547090196
540	25600 / 25600	2.9848869423468001
541	25600 / 25600	6.9647193976142301
542	25600 / 25600	1.9899206231827098
543	25600 / 25600	1.98992192982126
544	25600 / 25600	4.9748061952208218
545	25600 / 25600	3.9798362758896797
546	25600 / 25600	1.9899277152281096
547	25600 / 25600	4.97480834761447
548	25600 / 25600	3.9798389111759596
549	25600 / 25600	0.99496089650298802
550	25600 / 25600	3.97983855662349
551	25600 / 25600	1.9899228168208698
552	25600 / 25600	1.9899211729089097
553	25600 / 25600	2.98488767233306
554	25600 / 25600	3.9798435037846192
555	25600 / 25600	3.9798362388314104
556	25600 / 25600	5.9697616806439013
557	25600 / 25600	1.9899249529669296
558	25600 / 25600	0.99496336494294668
559	25600 / 25600	3.9798448308792995
560	25600 / 25600	5.9697624602423218
561	25600 / 25600	2.9848846484835905
562	25600 / 25600	4.9748029161074792
563	25600 / 25600	0.99496377934352198
564	25600 / 25600	5.9697543473759787
565	25600 / 25600	5.9697760245255704
566	25600 / 25600	0.99496420574726574
567	25600 / 25600	1.9899226946896196
568	25600 / 25600	3.9798468031674794
569	25600 / 25600	3.9798416122121099
570	25600 / 25600	3.9798380999546592
571	25600 / 25600	1.9899240727369296
572	25600 / 25600	3.97983797176258
573	25600 / 25600	4.9748004038860101
574	25600 / 25600	3.9798374970127397
575	25600 / 25600	4.9748000732994893
576	25600 / 25600	4.974803763264191
577	25600 / 25600	3.9798407666970701
578	25600 / 25600	4.9748010261159488
579	25600 / 25600	3.9798436180146295
580	25600 / 25600	3.9798399418227999
581	25600 / 25600	1.9899230406536197
582	25600 / 25600	5.9697543591601301
583	25600 / 25600	1.9899240194166097
584	25600 / 25600	2.9848842682925207
585	25600 / 25600	2.98488851894373
586	25600 / 25600	2.9848817261615204
587	25600 / 25600	3.9798418322291695
588	25600 / 25600	0.99495906028903403
589	25600 / 25600	3.9798458808013795
590	25600 / 25600	1.9899322029438598
591	25600 / 25600	3.9798409914335191
592	25600 / 25600	3.9798401809084094
593	25600 / 25600	2.5521145101768599
594	25600 / 25600	2.9848817933119602
595	25600 / 25600	3.9798480143803894
596	25600 / 25600	2.98488251766162
597	25600 / 25600	5.9697543493685696
598	25600 / 25600	3.9798407820885897
599	25600 / 25600	3.9798398687531198
600	40000 / 40000	4.9748050149896406
601	40000 / 40000	1.98991812393268
602	40000 / 40000	3.9798477107312098
603	40000 / 40000	4.9748043263053887
604	40000 / 40000	4.9748107697348605
605	40000 / 40000	4.9748102897358395
606	40000 / 40000	0.99496467064904004
607	40000 / 40000	5.9697617192160211
608	40000 / 40000	5.9697610887447219
609	40000 / 40000	7.9596753015709405
610	40000 / 40000	6.9647223377710095
611	40000 / 40000	3.9798432466567397
612	40000 / 40000	5.96975434634368
613	40000 / 40000	2.9848824571612598
614	40000 / 40000	5.9697614161666213
615	40000 / 40000	5.9697618086972604
616	40000 / 40000	5.9697639626038512
617	40000 / 40000	0.99496658631355195
618	40000 / 40000	1.9899249542410498
619	40000 / 40000	1.9899181187525699
620	40000 / 40000	1.9899271804684397
621	40000 / 40000	4.9748038337214098
622	40000 / 40000	4.9748040061827794
623	40000 / 40000	3.9798396742030495
624	40000 / 40000	4.5057797106238713
625	40000 / 40000	6.96471575547318
626	40000 / 40000	2.9848811388453105
627	40000 / 40000	2.9848819380088099
628	40000 / 40000	2.9848853620851501
629	40000 / 40000	2.9848845207758599
630	40000 / 40000	4.9748021637016411
631	40000 / 40000	1.6537234722305498
632	40000 / 40000	1.9899396459888397
633	40000 / 40000	1.9899471905591197
634	40000 / 40000	5.9697609099485502
635	40000 / 40000	4.9748027996797406
636	40000 / 40000	4.9748000786551092
637	40000 / 40000	2.9848889046882094
638	40000 / 40000	3.9798459963819295
639	40000 / 40000	1.9899257490880597
640	40000 / 40000	2.9848813546408302
641	40000 / 40000	4.9748044794425796
642	40000 / 40000	9.2019111832541967e-06
643	40000 / 40000	2.9848830965897499
644	40000 / 40000	2.9848852477275005
645	40000 / 40000	4.9747994902281221
646	40000 / 40000	3.97984128733165
647	40000 / 40000	1.9899281113414697
648	40000 / 40000	3.9798362293774701
649	40000 / 40000	2.9848892442307102
650	40000 / 40000	4.9748036708247403
651	40000 / 40000	3.9798401047562191
652	40000 / 40000	3.9798518277837895
653	40000 / 40000	2.9848834826205501
654	40000 / 40000	6.9647170119729092
655	40000 / 40000	3.9798421207603991
656	40000 / 40000	4.9748074271628004
657	40000 / 40000	6.9647207331366898
658	40000 / 40000	6.9647207086704599
659	40000 / 40000	5.9697609227111714
660	40000 / 40000	2.9848834135177897
661	40000 / 40000	2.9848912529892604
662	40000 / 40000	3.9798444155574395
663	40000 / 40000	0.99496982906683196
664	40000 / 40000	7.9596783186728715
665	40000 / 40000	3.4475718911266706
666	40000 / 40000	4.9748040377854688
667	40000 / 40000	4.9747981614892804
668	40000 / 40000	4.9748084365651
669	40000 / 40000	3.9798452408454099
670	40000 / 40000	5.9697609123260005
671	40000 / 40000	3.9798397992161099
672	40000 / 40000	5.9697543524329095
673	40000 / 40000	3.9798418428339599
674	40000 / 40000	4.9748048729321992
675	40000 / 40000	5.9697546306692297
676	40000 / 40000	5.9697698692114303
677	40000 / 40000	4.9748033465228305
678	40000 / 40000	3.9798456486899196
679	40000 / 40000	3.9448254753932894
680	40000 / 40000	0.99496248069300497
681	40000 / 40000	4.97480323299928
682	40000 / 40000	3.9798529267252092
683	40000 / 40000	4.9747989490449207
684	40000 / 40000	3.9798389534338092
685	40000 / 40000	1.18935641861293
686	40000 / 40000	5.9697602116133108
687	40000 / 40000	4.9748081332017806
688	40000 / 40000	6.9647188909600297
689	40000 / 40000	4.9748025183633606
690	40000 / 40000	2.9848846306364303
691	40000 / 40000	4.9747952983329604
692	40000 / 40000	4.97480127505131
693	40000 / 40000	2.9848841045738097
694	40000 / 40000	4.9748039330699498
695	40000 / 40000	4.9748019597130098
696	40000 / 40000	3.9798438534949097
697	40000 / 40000	4.9748089668193796
698	40000 / 40000	3.9798434977583095
699	40000 / 40000	4.5056834668713703
700	102400 / 102400	4.9748121541575205
701	102400 / 102400	3.9798582343774496
702	102400 / 102400	2.9848881923487594
703	102400 / 102400	3.9798677795183699
704	102400 / 102400	4.9748091792787399
705	102400 / 102400	4.9748235113045212
706	102400 / 102400	1.98993232974863
707	102400 / 102400	1.5535027103059598
708	102400 / 102400	2.9848863489293107
709	102400 / 102400	4.9748070527054393
710	102400 / 102400	8.9546404733712315
711	102400 / 102400	4.9748082606887492
712	102400 / 102400	4.9203455789617596
713	102400 / 102400	3.9798595642503796
714	102400 / 102400	2.5435499324917701
715	102400 / 102400	4.9748078360403793
716	102400 / 102400	1.9899315255191796
717	102400 / 102400	2.21710868168174
718	102400 / 102400	0.99497636715375393
719	102400 / 102400	4.2849222826994797
720	102400 / 102400	4.9748183653411502
721	102400 / 102400	2.9848871874637597
722	102400 / 102400	2.2415717312506405
723	102400 / 102400	5.9697701162631907
724	102400 / 102400	2.4548960731706297
725	102400 / 102400	0.99496772803911393
726	102400 / 102400	0.061854439891703805
727	102400 / 102400	0.99497089402160599
728	102400 / 102400	2.4510441229008393
729	102400 / 102400	2.5105304470158103
730	102400 / 102400	6.9986649557898213
731	102400 / 102400	1.6642325202976702
732	102400 / 102400	1.9899270156230997
733	102400 / 102400	3.9798550714383496
734	102400 / 102400	6.9647235558478
735	102400 / 102400	2.9849093667073707
736	102400 / 102400	8.9546419561159514
737	102400 / 102400	2.9848966831160597
738	102400 / 102400	5.0563700309848505
739	102400 / 102400	6.5939597990426408
740	102400 / 102400	1.2321493386480102e-05
741	102400 / 102400	1.0081710875891197
742	102400 / 102400	4.97481268470671
743	102400 / 102400	5.9697682111786907
744	102400 / 102400	1.5569886071494397
745	102400 / 102400	6.9647307624251793
