"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30"
"1",14116.9938243867,54118587,0.0212665448247549,86.0227572146429,168.354422500759,0.097137999126744,201.195349389393,177.470345444109,0.0348332767649708,6603.94780946213,128.827654404349,7599.23309720477,38987682.4752866,56.7522468709487,13.0742488482522,1139.72658067993,416.848200400101,33.7807373298226,24.8120227004065,531.527098118252,362.963483401593,100.855031868005,529.729484320506,592.935968106474,386.795360901048,2846.8923977901,512.102946588069,395.740620126392,837.263974000883,30111885.4115902
"2",13281.83614532,85666040830,0.032366573726506,85.1327294825754,176.084778614614,0.0720827132598743,176.905982181993,165.284721967616,0.0850224068666421,6480.92142702997,101.416865892753,4633201.38530384,430027.29742393,69.4402724731874,27.4674324052951,1021.11177475969,431.980746826608,24.9022729208141,30.7302642795794,516.388734512034,366.329808895548,101.058614701195,524.703513556567,602.739729312366,386.824878779583,1845.6830492547,510.773728009933,305.722677485267,764.333326016128,41859778.7921233
"3",22629.8128158686,46763017154478,0.0481386049560228,84.5985273526982,178.382446334197,0.137406781330128,212.193895971517,150.560466348791,0.0334643996901605,6889.32911902237,125.690990797472,11109948.499192,1079.75986500548,68.3832013360927,39.406870886618,1104.74416971042,615.463476691069,23.871284909,30.8335940097174,432.725183091434,358.788292189508,100.741084440286,447.667269511096,600.76039847119,386.754202719703,2145.01534255282,510.869009448403,466.659148771075,771.6004958296,14598218.4008868
"4",4697.9410583695,183085639,0.0624883964054561,84.3490516296962,180.660016929771,0.0820814641542711,195.270676673468,131.458533683274,0.0306541684664126,6545.60783366958,108.773611270507,19701.7769492394,9680.42977577791,68.7773520670414,23.0774032488796,1255.84951399335,577.609680460952,24.9090714891026,29.9366463056356,416.844792015492,372.531480791998,100.771162737002,522.872242063451,607.949292158298,386.750487192894,2728.68240605507,509.803649460869,466.679852490959,597.849542301263,21492910.8991645
"5",22011.0928893767,8933899157,0.0190012069767818,86.0640829346554,176.774672274974,0.145805142920949,171.110080185947,187.5956581257,0.0514372577644053,6996.2320474576,86.8421597730621,32221.5765985519,246.022257036386,68.1864477382837,24.3587269208488,1128.1999520073,609.10181186031,35.8803222587476,27.0792684919197,600.541271978724,357.361884390734,100.216740140276,508.966426131928,583.956074521241,386.798507491226,2618.55396282016,516.21325032686,338.839376023325,756.036344738695,37900151.3056592
"6",21792.6834770698,12398097,0.0384278972093171,85.5771324914483,185.911089588451,0.187398125234267,198.443879456514,165.988209981212,0.0903284430719395,6913.95395136135,111.274983963249,7276.17347560112,9308.35876259656,66.0697323124341,27.1781219220884,1003.84115571592,472.036120516452,29.4229736349271,31.1087331268584,421.080512652859,355.858864910958,100.763360765407,529.307330451808,558.496124532048,386.773260030192,2631.30605933716,510.719996249169,449.17404312836,818.578355119788,22296146.9784768
"7",20442.2566384248,647785331,0.0657154820112851,84.2706172204182,186.750658182882,0.135187922336286,165.194716035138,176.355832136994,0.0104968723027241,6443.395747168,113.620221996255,12418.7098422508,126148.627908514,67.6961883973756,22.8069889168928,809.776215454066,461.765513010924,32.7479816285329,24.7981626001736,470.542499052284,362.960102149857,101.028713976441,538.334136543665,607.322973432509,386.870076082163,1843.87289292997,513.533763307199,403.857406945294,725.048956401814,19221702.171225
"8",18682.149898587,2073977102,0.0405564749734708,84.7560042846907,170.227550286198,0.179211878394426,201.368017182899,162.467199367673,0.0163824693980814,6513.07736568782,118.531710682081,45968.2485755693,402945.49644033,67.1580659363676,14.2878943563937,1184.12363178479,437.875320744058,38.2038684650797,21.3892716870064,388.081250744326,376.134180912592,100.563115502366,537.117511762019,583.321728005614,386.735754256197,1829.59890219641,517.796881225263,466.657991605844,952.664167378316,38118993.3904655
"9",11657.2455056811,162334695,0.0184358683815162,84.5108004593415,180.696818793503,0.121052848154363,196.5676743741,178.000561230039,0.0343123800053036,6510.01100759538,90.5692272261033,20633906.5762477,943.219316827258,54.6937619607063,16.4791621929151,899.069753038224,609.550095599488,27.0696409481466,32.2648906388708,443.239681086137,364.639387323197,100.695500078004,534.332136115912,601.189875563078,386.764116266391,2630.02970555627,509.016103291304,448.612227395055,793.12980300469,3107764.08548415
"10",19292.8564900638,3939866294706023424,0.0288651858452909,85.3881762882565,174.049717508583,0.121067052218336,194.444129373143,174.75730761266,0.0252784542072959,6722.29922332107,113.053068158411,14795.7807057688,27218094.3937643,62.8287804222732,15.8652455640415,936.753293034562,470.253352149167,42.7681034919201,17.9173904433035,590.358812529454,363.954361025458,100.715418997415,537.49485339239,561.461513456099,386.732155416969,2609.12960646596,510.682126524351,394.882492803614,863.707076252814,2414.40014908235
"11",4917.40010893345,481615334,0.0185880723656169,85.0294640867635,162.963722611513,0.0747646652324647,212.446194489196,187.956339519772,0.0570371592351648,6191.77982749173,126.596275793057,28798.5310438813,387.834764167973,53.0248761392718,12.7158910675896,1148.71136166314,497.0066840905,26.7444375604432,26.8362766595428,513.26909221646,359.527129156958,100.823946617967,541.225373766639,594.613107873347,386.776763339505,2720.41216130059,508.767351196245,466.64645660155,699.976161175217,37510362.4509656
"12",2576.03281762221,81208749902264778752,0.0243580367762206,85.1828442285787,178.678529317374,0.105959987153938,173.919646383371,160.757758579643,0.160810782696217,6531.12579306591,109.967924120378,43307.0116595097,9662770.61443102,63.4796760796157,16.8154792841299,965.874131991159,328.359323344188,29.7490250566971,31.5059768484705,360.085867007037,368.62590547698,100.376799551568,521.433141560658,602.667056131272,386.727867753028,2639.79537865839,513.774443128183,406.075362090512,905.403142347524,43595787.4379889
"13",11211.8545345825,311254967179,0.0274782337787656,84.3553957018946,178.01658135461,0.174979946718395,194.641094535295,168.863112325937,0.0269660316962472,6865.96878444865,86.8229036580756,9121934.26979144,20885543.6989201,68.9120081020296,52.2521738888538,1288.13606041245,627.250305277245,23.2926016950412,34.9148336535727,427.67336053866,374.322155844542,100.758324796497,524.317005519744,579.375858088636,386.793609893602,2726.65280895051,512.401239195086,301.181239403169,938.273136785074,29591172.9691499
"14",6028.63658857825,39847152730463,0.0261501736989089,85.2418230366137,177.0972802406,0.15957463075631,182.211266782177,178.7435027787,0.063714849119151,6077.34286680443,114.050521279444,21373.8569985998,10800003.6771591,66.5614513686394,15.7394163535673,984.043041480776,546.867514781023,31.2673135248663,33.4781461870862,391.266548727291,364.431706937427,100.768096437127,516.359186859554,584.039803610915,386.748539821335,2678.13472639215,510.747884073333,414.011213148748,621.040704425829,33318652.8808296
"15",27780.2832636744,857674484,0.0342839633792664,85.0942260110043,185.399753914585,0.0375768909353837,206.376644662879,181.516856458501,0.00480771717411699,6713.45377980093,123.913229456473,45772.8387187415,6063.04945304668,53.7220177650845,31.5174772777041,1197.97374443716,534.273754601365,29.8000335207876,37.2757816919127,488.406461024138,369.820222049446,100.784955118416,531.367481251203,609.076577421836,386.756578304142,2596.26673062106,521.588416585392,454.249962842473,610.515158090248,28269036.4318548
"16",30886.927419428,596078294878,0.0181574976774641,85.3758354728645,182.921564214588,0.0918690692533346,198.54459806879,166.699070483942,0.0772594585969273,6324.01164499362,115.490911818352,61448.3373069473,494.098752828227,63.0310649617254,26.744930879795,1186.98299957087,421.438289455808,27.0336985983272,33.5427141445257,330.456583761581,367.902164083027,100.913664186507,531.19809923524,575.456839564051,386.731941120724,2663.60516583618,510.893995594391,466.661968782079,669.386609291706,12490968.9199901
"17",23743.9518522892,1039867168,0.0218631670301761,86.6570076199655,191.761584601487,0.129763244153537,191.630743179908,173.693058298707,0.0449702886742216,6404.32754482147,116.547400958989,24033.4612272354,132.638671008964,60.7450829372763,36.0845197479628,1230.13628975894,485.438478403393,24.7209004604615,18.9746949009173,504.68234483071,368.785453585805,100.938833584397,517.723366852865,605.107500319456,386.738152242084,2842.41664572344,507.28925392408,466.646195142846,831.30127482951,12296067.2927353
"18",7134.1780912234,24798457510,0.016645133538475,84.2662553554349,169.18120096836,0.0726110322842715,215.289309061991,166.173890940653,0.159284530352693,6116.72780325385,127.758751209824,19218.9185534059,366.686083173702,60.0195663531049,20.1071325740529,918.992348286362,334.515325809001,23.673220213162,22.604003658395,148.32445850372,364.046410410838,100.410119522186,522.75181332347,587.636388992248,386.760363556692,2795.82967268938,513.835783817053,466.650873620846,861.197044512429,18614353.6205538
"19",6344.05778170502,4258892606,0.0502500004453168,84.2559948410794,177.55099484815,0.0668550191827535,210.343345376716,158.0014531516,0.135236259749263,6381.26187587262,107.254268718595,47109.5021851336,4999008.69263406,65.0716605176144,25.2174262955227,1214.24827846478,451.104660349265,42.5230184177735,26.6032823690339,292.299647877272,365.811920971631,100.631328744598,523.426787522357,598.8930024329,386.719583699556,2807.22397059498,510.983455029943,466.650049397696,677.422362477425,14944595.0515459
"20",6954.05733944067,10537292891,0.00918656011526764,84.9786868817509,170.21685910306,0.160661593666987,184.828871418246,173.070838864874,0.0733563790138305,6597.72306529173,124.738249430542,27185.7215642066,11490970.0668817,65.1473414826619,21.6530594211861,1239.22839963023,511.662562811124,29.1063196777038,25.5769521820357,389.037735045101,362.085866462987,100.30487699709,533.995812720961,581.069082523544,386.729869392484,2734.43272210148,516.776345240497,392.299066893172,800.91819664787,25732408.1940009
"21",3833.98017858907,6513267101,0.0163439737869453,86.2231113879739,181.934573254988,0.16019372137805,207.738493456587,170.194668243272,0.144842181904551,6086.27589906202,81.5415117017574,3401084.31339618,153.222496596197,66.4639002184799,9.67410572428707,1075.55494726346,558.305916567768,36.7971961341211,29.1699981595802,557.94735548649,370.160818802805,100.416971225652,531.952101958691,600.679826393553,386.74028083058,2572.98433065873,509.751726545239,319.668078075155,856.711926682891,32794046.3963934
"22",11221.7069667348,27930304325,0.0444654028367495,85.180943522834,181.833006445354,0.038367722330463,193.621474743642,175.999258833119,0.0285510154931217,6590.48398235379,92.943848176862,33700761.3652007,202.053159573121,64.6091031834439,14.3092372449362,1090.8881082293,543.563837818359,31.1632022849935,31.4145200207579,552.665970961241,376.787891607585,100.465298899288,524.022146067277,610.037108210016,386.761701770818,2719.26718499247,511.213559015058,466.643770632808,807.217238139092,55253115.4306339
"23",17501.9802061529,31261696,0.0540477287402155,86.1239111874121,157.650895100178,0.0966171832703822,188.651726837076,176.270929304367,0.0318344422225891,6440.01219321617,135.291433929609,166681173.11498,304.635549580004,66.9828740645164,16.5087120910578,1036.59947985438,339.510728881952,32.0985053180063,35.5492536564468,546.593959484506,322.946422037056,100.928854764221,531.360242308952,593.32622223264,386.804641495739,1678.64446432653,510.795785252164,391.743328365366,786.290498659806,27624441.0752597
"24",17076.0440018309,22295297186,0.0418488434604569,85.196155214064,166.266333853365,0.114984684534193,215.686840485322,162.717011700287,0.0627664189936468,6366.46271978966,111.358930574997,32879.0569630581,535791.704583666,62.389571652792,28.5359878992051,1127.08267371143,394.24103814401,32.2627431902793,17.9810432673441,355.777507403699,364.155474015866,101.93553028813,541.892993846541,592.415414018657,386.794307521192,2736.4482199652,508.386288921724,329.342522757822,875.551430295416,50573141.1885282
