"","V1","V2"
"1","Reinitialization","0.401455850313982"
"2","Lamarckian projection","0.543233371780085"
"3","Lamarckian reflection","0.534323977957196"
"4","Lamarckian wrapping","0.214304754581571"
"5","Scaled mutant","0.532742534922466"
"6","Substitution penalty","0.556362937331796"
"7","Resampling","0.516507753428169"
"8","Rand base","0.515347943098808"
"9","Midpoint base","0.518440343457644"
"10","Midpoint target","0.517019095219787"
"11","Scaled to base","0.341742919389978"
"12","Conservatism","0.472715622196591"
