"","V1","V2"
"1","Reinitialization","0.58762370598203"
"2","Lamarckian projection","0.650685491335241"
"3","Darwinian projection","0.618508550842269"
"4","Lamarckian reflection","0.661862816295727"
"5","Darwinian reflection","0.620811226451365"
"6","Lamarckian wrapping","0.303732752360203"
"7","Darwinian wrapping","0.6199903171145"
"8","Scaled mutant","0.643086704543836"
"9","Quadratic penalty","0.620509063465619"
"10","Substitution penalty","0.661677702308229"
"11","Resampling","0.620379341278995"
"12","Rand base","0.660098679994874"
"13","Midpoint base","0.660402694120495"
"14","Midpoint target","0.662140487276973"
"15","Scaled to base","0.286467597932419"
"16","Conservatism","0.659637461375254"
