"","V1","V2"
"1","Reinitialization","0.886710239651416"
"2","Lamarckian projection","0.988978597975138"
"3","Darwinian projection","0.991541714725106"
"4","Lamarckian reflection","0.992438805587595"
"5","Darwinian reflection","0.98961937716263"
"6","Lamarckian wrapping","0.332051774958349"
"7","Darwinian wrapping","0.989363065487633"
"8","Scaled mutant","0.983852364475202"
"9","Quadratic penalty","0.989747533000128"
"10","Substitution penalty","0.984108676150199"
"11","Resampling","0.989106753812636"
"12","Rand base","0.992438805587595"
"13","Midpoint base","0.991798026400103"
"14","Midpoint target","0.991029091375112"
"15","Scaled to base","0.781878764577727"
"16","Conservatism","0.985902857875176"
