"","V1","V2"
"1","Reinitialization","0.589972517692625"
"2","Lamarckian projection","0.586469591467669"
"3","Darwinian projection","0.571831346917852"
"4","Lamarckian reflection","0.605237301892435"
"5","Darwinian reflection","0.58162814871773"
"6","Lamarckian wrapping","0.443105927919461"
"7","Darwinian wrapping","0.579150469192761"
"8","Scaled mutant","0.589488373417631"
"9","Quadratic penalty","0.583294174605209"
"10","Substitution penalty","0.592336280917596"
"11","Resampling","0.56317370811796"
"12","Rand base","0.594472211542569"
"13","Midpoint base","0.590114913067624"
"14","Midpoint target","0.60322952710496"
"15","Scaled to base","0.404118074244948"
"16","Conservatism","0.586996454355163"
