"","V1","V2"
"1","Reinitialization","0.657439446366782"
"2","Lamarckian projection","0.866077149814174"
"3","Lamarckian reflection","0.863257721389209"
"4","Lamarckian wrapping","0.264513648596694"
"5","Scaled mutant","0.857106241189286"
"6","Substitution penalty","0.895937459951301"
"7","Resampling","0.842112008201974"
"8","Rand base","0.843009099064462"
"9","Midpoint base","0.847879020889401"
"10","Midpoint target","0.84480328078944"
"11","Scaled to base","0.552607971293092"
"12","Conservatism","0.800845828527489"
