"","V1","V2"
"1","Reinitialization","0.97923875432526"
"2","Lamarckian projection","0.978341663462771"
"3","Darwinian projection","0.979495066000256"
"4","Lamarckian reflection","0.979751377675253"
"5","Darwinian reflection","0.979495066000256"
"6","Lamarckian wrapping","0.673843393566577"
"7","Darwinian wrapping","0.980135845187748"
"8","Scaled mutant","0.979751377675253"
"9","Quadratic penalty","0.978597975137767"
"10","Substitution penalty","0.979623221837755"
"11","Resampling","0.978854286812764"
"12","Rand base","0.979751377675253"
"13","Midpoint base","0.979366910162758"
"14","Midpoint target","0.978726130975266"
"15","Scaled to base","0.965782391387928"
"16","Conservatism","0.978854286812764"
