"","V1","V2"
"1","Reinitialization","0.546482891195694"
"2","Lamarckian projection","0.55458810713828"
"3","Darwinian projection","0.545520825323593"
"4","Lamarckian reflection","0.569390618992695"
"5","Darwinian reflection","0.551431500704857"
"6","Lamarckian wrapping","0.397157887991798"
"7","Darwinian wrapping","0.551151095732411"
"8","Scaled mutant","0.557128283993336"
"9","Quadratic penalty","0.55359784698193"
"10","Substitution penalty","0.564330898372421"
"11","Resampling","0.539196591054723"
"12","Rand base","0.560355760604896"
"13","Midpoint base","0.560638472382417"
"14","Midpoint target","0.569120594643086"
"15","Scaled to base","0.406841599384852"
"16","Conservatism","0.554910547225426"
