"","V1","V2"
"1","Reinitialization","0.889884659746251"
"2","Lamarckian projection","0.89763168012303"
"3","Darwinian projection","0.893842112008202"
"4","Lamarckian reflection","0.898248109701397"
"5","Darwinian reflection","0.893697295911829"
"6","Lamarckian wrapping","0.609769319492503"
"7","Darwinian wrapping","0.894063821607074"
"8","Scaled mutant","0.897767525310778"
"9","Quadratic penalty","0.892136357811098"
"10","Substitution penalty","0.898026400102525"
"11","Resampling","0.895128796616686"
"12","Rand base","0.898961937716263"
"13","Midpoint base","0.896840958605664"
"14","Midpoint target","0.897190824042035"
"15","Scaled to base","0.861821094450852"
"16","Conservatism","0.894157375368448"
