"","V1","V2"
"1","Reinitialization","0.773984364987825"
"2","Lamarckian projection","0.813533256439831"
"3","Darwinian projection","0.82156862745098"
"4","Lamarckian reflection","0.825451749327182"
"5","Darwinian reflection","0.824272715622197"
"6","Lamarckian wrapping","0.421235422273485"
"7","Darwinian wrapping","0.822965526079713"
"8","Scaled mutant","0.788978597975138"
"9","Quadratic penalty","0.822581058567218"
"10","Substitution penalty","0.821940279379726"
"11","Resampling","0.806664103549917"
"12","Rand base","0.822670767653467"
"13","Midpoint base","0.823029603998462"
"14","Midpoint target","0.823696014353454"
"15","Scaled to base","0.385723439702678"
"16","Conservatism","0.835422273484557"
