"","V1","V2"
"1","Reinitialization","0.508327139134521"
"2","Lamarckian projection","0.516472154584419"
"3","Darwinian projection","0.506818460136415"
"4","Lamarckian reflection","0.532850897802839"
"5","Darwinian reflection","0.513401967904083"
"6","Lamarckian wrapping","0.373534395602831"
"7","Darwinian wrapping","0.513049681746337"
"8","Scaled mutant","0.519279479402509"
"9","Quadratic penalty","0.5159824568898"
"10","Substitution penalty","0.527253620402409"
"11","Resampling","0.499648568214504"
"12","Rand base","0.522732852036966"
"13","Midpoint base","0.523282640579834"
"14","Midpoint target","0.532668346932092"
"15","Scaled to base","0.356288322155296"
"16","Conservatism","0.517216455209535"
