"","V1","V2"
"1","Reinitialization","0.584542868127643"
"2","Lamarckian projection","0.651682686146354"
"3","Darwinian projection","0.620019735998975"
"4","Lamarckian reflection","0.661207740612585"
"5","Darwinian reflection","0.622338459566833"
"6","Lamarckian wrapping","0.303789824426503"
"7","Darwinian wrapping","0.621631808278867"
"8","Scaled mutant","0.643698833781879"
"9","Quadratic penalty","0.62197898244265"
"10","Substitution penalty","0.662763039856465"
"11","Resampling","0.622644752018454"
"12","Rand base","0.658704216327054"
"13","Midpoint base","0.65918800461361"
"14","Midpoint target","0.660586953735743"
"15","Scaled to base","0.308617967448417"
"16","Conservatism","0.655471229014482"
