"","V1","V2"
"1","Reinitialization","0.689791675566378"
"2","Lamarckian projection","0.789454198527632"
"3","Lamarckian reflection","0.794537713415068"
"4","Lamarckian wrapping","0.185498455010181"
"5","Scaled mutant","0.748273456078147"
"6","Substitution penalty","0.798311190852521"
"7","Resampling","0.778703347715266"
"8","Rand base","0.796986913865038"
"9","Midpoint base","0.793370071340083"
"10","Midpoint target","0.797727369815028"
"11","Scaled to base","0.286257422358922"
"12","Conservatism","0.801372691414983"
