"","V1","V2"
"1","Reinitialization","0.463418628162957"
"2","Lamarckian projection","0.573339171543708"
"3","Lamarckian reflection","0.580164751448873"
"4","Lamarckian wrapping","0.140210745154997"
"5","Scaled mutant","0.573780597206203"
"6","Substitution penalty","0.575761886453928"
"7","Resampling","0.526186794252923"
"8","Rand base","0.58363122445783"
"9","Midpoint base","0.583046833838837"
"10","Midpoint target","0.584060973699574"
"11","Scaled to base","0.226949748672163"
"12","Conservatism","0.549689150896379"
