"","V1","V2"
"1","Reinitialization","0.556815327438165"
"2","Lamarckian projection","0.660657439446367"
"3","Darwinian projection","0.63362040240933"
"4","Lamarckian reflection","0.655312059464309"
"5","Darwinian reflection","0.636083557606049"
"6","Lamarckian wrapping","0.304303473023196"
"7","Darwinian wrapping","0.63640522875817"
"8","Scaled mutant","0.64920799692426"
"9","Quadratic penalty","0.635208253235935"
"10","Substitution penalty","0.672531077790593"
"11","Resampling","0.643033448673587"
"12","Rand base","0.646154043316673"
"13","Midpoint base","0.648255799051647"
"14","Midpoint target","0.646605151864667"
"15","Scaled to base","0.5079712930924"
"16","Conservatism","0.617975137767525"
