"","V1","V2"
"1","Reinitialization","0.914007433038575"
"2","Lamarckian projection","0.944636678200692"
"3","Darwinian projection","0.942970652313213"
"4","Lamarckian reflection","0.946046392413174"
"5","Darwinian reflection","0.948609509163142"
"6","Lamarckian wrapping","0.463539664231706"
"7","Darwinian wrapping","0.946174548250673"
"8","Scaled mutant","0.94156093810073"
"9","Quadratic penalty","0.945918236575676"
"10","Substitution penalty","0.94476483403819"
"11","Resampling","0.945277457388184"
"12","Rand base","0.948353197488146"
"13","Midpoint base","0.948225041650647"
"14","Midpoint target","0.948096885813149"
"15","Scaled to base","0.723952326028451"
"16","Conservatism","0.959630911188005"
