"","V1","V2"
"1","Reinitialization","0.558681276432141"
"2","Lamarckian projection","0.600265994560497"
"3","Darwinian projection","0.592932775143463"
"4","Lamarckian reflection","0.606628077520042"
"5","Darwinian reflection","0.592713771056716"
"6","Lamarckian wrapping","0.314474347473194"
"7","Darwinian wrapping","0.593350847964458"
"8","Scaled mutant","0.591008016859612"
"9","Quadratic penalty","0.593721645520954"
"10","Substitution penalty","0.612137496974098"
"11","Resampling","0.597935409457901"
"12","Rand base","0.609693849943754"
"13","Midpoint base","0.602534637674968"
"14","Midpoint target","0.6079690147664"
"15","Scaled to base","0.309501758582881"
"16","Conservatism","0.611051305053612"
