"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30"
"1",0,0,0,0,1.98991811418659,6.21935214439873e-09,16.3905970807773,4.97479528546648,0,265.737893306897,19.8990749830157,524.419338233266,98.806301683192,45.6565225085574,12.9347606216409,239.520482589431,54.2465932529651,101.594193591665,13.7898673975167,49.0892088229398,211.197101216527,100.602835182828,304.110729921785,335.764962517237,443.402980609561,300,399.995432046463,611.821808064656,261.978040746372,567.988043147448
"2",0,0,0,0,5.96975434255972,1.15231218842382e-05,17.4039964940558,7.95966741892721,0,577.789879500428,54.7222361167319,307.279668842692,188.858001962066,33.9266126125326,25.3655864103885,121.006735854566,45.4683403082636,172.533012359477,40.5414063375745,155.657158337816,207.65273689936,100,312.530565987568,334.04135970129,443.355837720998,300,395.373774717747,583.745226265944,402.990025026976,1248762.74270944
"3",0,0,0,0,1.98991811418659,5.19594539127866e-06,14.7482580358333,7.95966741892721,0,516.878131233572,54.7222361167319,634.608153022211,54.4281083428066,40.8831549632437,11.4788348354266,1.55457898051759,51.011600294428,87.5509810597282,5.86958841628211,56.8119769536052,212.521032492094,100,310.883704361396,336.051109560693,443.406272362786,347.149354998313,396.910200544785,583.734041404447,253.139445147454,701.832099675145
"4",0,0,0,0,5.96975434255972,3.84705003853014e-07,15.071716275482,2.98487717127989,0,715.9848625853,27.8587627815543,217.347812375218,295.963888152072,28.8537050028519,92.5296033100699,119.786265210618,41.7076085376721,21.4757967777048,10.9045619565923,158.571395088615,217.307915645993,100,305.774316947637,338.18562141764,445.792938405976,300,398.281105464471,611.821808064656,259.265319273597,817578.086654388
"5",0,0,0,0,10.9445395523881,0.000243673060595029,12.0695560318144,3.97983622837319,15.7267728181167,529.83583555923,28.8535541250963,260.739638909393,239.869442587487,38.9035312952908,65.6835433459385,388.861133138658,56.5050682245212,38.9124329416202,24.5194812860029,24.5710500226928,204.89621165085,100,313.721242945948,337.774306333827,443.497696340852,300,399.797965547243,583.745226265944,258.211402290639,600.076555431467
"6",0,0,0,0,13.9294167236679,0.405536835859493,15.4302491234569,3.97983622837319,0,1110.40710122012,41.7880478835034,582.30506607939,358.828457969006,77.6998998520473,10.2647933559433,135.889886554221,50.858540899153,30.4068725176539,14.1722176267813,39.5784212860067,212.678215128269,100,310.76075384425,332.021633437875,443.471041976949,347.149354998313,394.499806605352,611.821808064656,306.737321425807,469.908563448223
"7",0,0,0,0,3.97983622837319,1.40358788371987,16.4492297909748,3.97983622837319,2.8179115873902,1012.29893439798,26.8636410487288,296.106713758518,402.505752433749,60.7922833898469,42.2869534273461,238.081197252656,62.7654984203475,30.3689794129659,6.18877198975906,53.0502858094446,205.163747492865,100,314.194644906587,100,443.329950401073,347.149354998313,400.644568926245,583.734041404447,292.466491774824,817578.056926281
"8",0,0,0,0,4.97479528546643,0.710654003924446,15.8831374543181,5.96974930474062,0,418.209826824801,24.5954626505388,534.983601247564,176.073029579219,28.9357460065571,37.8083608357611,1.56520418055857,41.8529810471136,141.877164862388,20.9077558610365,22.6142623631688,206.436348127817,100,303.214093260658,331.662660299884,443.372302796336,347.149354998313,404.020664298365,583.735875691454,273.341452166689,876.373802156444
"9",0,0,0,0,2.98487717127989,0.635750024844583,11.3164345928394,4.97479528546648,6.51017544356387,812.830512036339,33.8283443727437,613.247922479433,219.72626586196,62.7824692187173,151.374863617025,1.28745338648582,83.2807730706913,39.2869483345155,84.4613496567563,32.3846615033017,204.719447711188,100,307.421169381983,335.163871408718,443.46472972974,300,397.758823447923,583.745226265944,250.534845896648,587.581985399758
"10",0,0,0,0,31.8385533957825,1.86331635632087e-06,17.3245004493729,5.96975434255978,0,664.283611630597,24.595462650539,119.946015600415,11.3570127076578,24.8327958979928,84.6399007146599,1.43835375541539,46.9898745785968,126.222713503308,110.128135510534,41.4144775540308,206.783714934398,100.726650776478,312.458489646684,341.915961051504,449.272222957165,300,399.471686641321,611.821808064656,376.55839738994,812.201042675495
"11",0,0,0,0,2.98487717127989,0.310492819260389,21.5897649942675,4.97479528546648,0,466.298251460994,29.848635281596,712.179968676361,94.5200390433681,69.7450610641529,64.6752088746744,255.741122300547,54.0032973829336,79.3152500932231,28.7082073457332,188.811783731127,217.766164636595,100.346111654884,305.509029520822,328.588539552555,443.433830325012,300,405.507329995258,583.745226265944,371.890193036983,678.230882968079
"12",0,0,0,0,4.97479024764738,1.24793150488028,16.3991730435672,4.97479528546648,0,559.243656786581,18.9041209637414,710.903953626404,332.873848840017,48.7104061884809,73.0867850070135,239.535912104751,50.8623639186565,82.6648680251903,30.0345821606177,40.2434041103979,213.098498252303,100,309.698024282859,332.407708783347,446.336637236287,347.149354998313,395.010928561604,611.821808064656,264.395848591225,606.552789268813
"13",0,0,0,0,3.97983622837319,2.00078584715743,16.8626982262862,2.98487717127989,0,693.456525946309,37.8082774659897,518.145080913173,300.957365980492,102.5286423488,14.3689448664165,2.81871413788281,66.5774911034316,37.9180164528884,14.8339234614234,163.750083416431,201.956919281587,100.290164841816,302.575746289062,340.121025732652,399.584967871679,300,399.019924987231,583.745226265944,324.255159291648,705.014240753009
"14",0,0,0,0,2.98487717127989,0,22.0502372465282,1.98991811418659,0.908648037181592,1188.42407246484,20.5452256333404,355.556048305525,21.8148324836311,54.7772686160288,45.2585447782865,131.25177890534,59.2124918881809,64.8969634053115,8.10688271942831,123.725298529609,207.094483922106,100.835433023391,306.282767164606,339.516122171185,398.008989440577,506.361706240172,394.499806605352,611.821808064657,275.558233323542,754.779643385868
"15",0,0,0,0,3.97983622837319,0.182596937462108,12.1798170127453,4.97479528546648,0,252.386179434996,61.686425213481,350.973932349199,109.350994796212,40.8880561287222,56.0095051958547,240.484768575164,114.908303011827,65.034840376667,11.8508211431695,142.377290752318,212.644279723688,100,304.343915359345,337.806593851852,443.347028304239,200.000000000001,402.620047637269,611.821808064656,273.08748997855,493.726625614518
"16",0,0,0,0,8.95462647602056,1.52415986449603,21.9750893689302,6.96470836183391,0,726.002750949749,21.6105905170782,469.556530375902,196.996377718185,88.6471160800018,24.8877005982636,536.47989220849,50.0679763550324,79.1059277100485,23.4221694619469,25.5991367246054,210.060431202811,100,317.672475291473,335.56235265602,450.990869596914,300,396.257460838836,611.821808064656,273.457098510759,817578.311336473
