"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0,0,0,0,0,0,0,20.342,0.582,0.000,0.332,0.098,0.313,26.681,21.955,1.152,11.068,10.974,0.646,2.763,374.677,73.252,86.163,209.465,205.517,204.201,454.562,300.000
"2",0,0,0,0,0,0,0,0.070,0.721,0.000,0.551,0.299,0.508,26.673,15.243,0.136,0.430,0.414,0.115,0.592,71.735,49.446,66.062,7.022,6.709,15.094,79.234,0.000
