"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",1.83945303433575e-10,6.53926690574735e-10,2.84353518509306e-09,4.19049683841877e-10,2.17967317439616e-06,1.1569792377486e-06,6.47373781248461e-08,20.9834042532857,4.55842231812619,2.39651853917167e-10,5.96975434255972,1.98991822376411,2.98487731512682,1196.13427980864,800.38525369046,2.46335526823418,32.2777430701336,31.2805521489443,2.07287685162373,9.77922933649779,300.000000000004,388.546904047741,1086.02550753054,200.000000000313,245.841393851585,299.894102325629,300.000000002176,300.000000000087
"2",2.85808710032143e-10,1.00135366665199e-09,7.2195689426735e-09,5.55928636458702e-10,4.69156361759815e-07,2.53015741691343e-08,2.8787360406568e-07,20.9771104274404,6.51331377347503,7.20774551155046e-11,2.98487728034343,1.98991820642823,3.97983622837316,790.853138497741,582.0975933849,0.0020482609628516,32.3545666296254,31.6441199761391,3.01356758218878,9.67742941024107,200.000000000004,400.78409824367,589.182382878872,200.000000000813,245.807783569148,253.593780087621,300.000000151211,300.000000001246
"3",4.60886440123431e-10,2.92857293970883e-10,1.35719346872065e-09,3.27418092638254e-10,8.70761368787498e-07,3.1316192508973,1.94563426703098e-07,20.9736984195358,5.40282098138027,1.59104729391402e-10,3.97983622837319,2.98487717127989,1.83661086339271e-10,438.486803328717,858.562095885231,0.0127153632234069,33.7396560071157,32.0475237826058,2.7873908630645,11.8828333396336,300.000000000007,381.625250310887,760.455612484903,200.00000000028,247.300281381297,300.000000072179,300.000000021926,300.000000001095
"4",4.59976945421658e-10,9.99490248432267e-06,2.98041413770989e-09,6.32098817732185e-10,2.20908498249628e-06,0.250711294913003,7.55398332330515e-07,20.7984133500297,3.51021310454621,2.11912265513092e-10,1.98991811418659,0.994959057093297,4.01386376539503,450.982890665955,585.410705419181,0.0189931288025207,31.4949002782915,31.629676815544,3.2277116238551,9.45995754891112,443.544141659852,553.76557472937,1232.55144975895,200.000000006119,261.591522194971,300.000000776921,300.000000005254,300.000000001431
"5",2.60342858382501e-10,8.27412804937921e-10,1.92378297469986e-06,6.31871444056742e-10,5.5461794090661e-07,0.23165617910081,1.15268449007999e-07,20.9765250955102,4.8927437484175,2.36298092204379e-10,0.994959161981058,2.25503526962711e-09,0.994959057093297,932.196012777296,413.648962862726,0.00782651877938179,32.5554567291208,31.7688140753867,2.65302816670379,8.82932275702285,300.000000000004,429.005432065667,651.339159677442,200.000000806303,244.739837699644,300.000000022355,300.000000002533,300.000000000284
"6",2.41925590671599e-10,5.50926415598951e-10,2.4692781153135e-09,4.76120476378128e-10,3.84485133508861e-07,0.000228710535225218,5.71037617191905e-09,20.9445462310374,3.47887095110343,3.00872216030257e-10,4.97479528546643,2.98487724102972,0.994959171877127,973.552789639367,410.492422142179,0.00778540065155653,32.1414429809392,32.0505596429947,2.60897184194755,10.3241005431966,300.000000000006,637.494359076507,568.870839212993,200.000000005421,244.203993277888,299.878255526538,300.391908520237,300.000000000751
"7",2.72166289505549e-10,4.24279278377071e-10,1.50566847878508e-09,5.96855898038484e-10,2.98081647542858e-06,9.2018126451876e-10,7.90957983554108e-08,20.9562266896967,4.18331047411948,3.57260887540178e-10,5.96975434255972,2.9848773529107,2.98487733169142,488.766164452298,642.863031724382,0.00734078566213725,32.868144267072,32.5576698750053,2.12966797030043,8.27323122930636,443.544141659852,252.596529031001,540.537550315519,200.000000000999,200.045684135454,300.00000000358,300.000000226567,300.000000002215
"8",1.33013600134291e-10,1.44132172863465e-09,1.42972567118704e-09,8.76980266184546e-10,8.55522671372455e-07,0.000377469250565809,4.31693933933275e-07,21.0104469132511,5.26722121890771,2.40220288105775e-10,2.98487753025029,3.97983622837319,2.98487717127986,1450.51388490151,405.165979583535,0.00141545234555451,32.2755333261628,31.2336461438971,2.67286126552892,10.1068013677789,300.000000000007,627.502455756713,487.639694658088,200.000000002025,200.058163644653,300.000000000312,300.441731518777,300.000000000175
"9",1.21872290037572e-10,4.76802597404458e-10,9.54287315835245e-10,5.9094418247696e-10,3.05075070627936e-06,2.01427633328422e-06,1.55187194650352e-07,20.8976881529161,6.02083885340141,1.89743332157377e-10,3.97983622837319,3.97983634230962,2.98487717127986,53.384722390856,516.923619217452,2.93024341861221,31.822247788953,31.8297747526951,2.57861748282579,9.81768866485379,300.000000000006,305.55670121015,516.062119088784,237.550807864302,274.038206895728,300.000000008864,300.000001487866,300.000000000951
"10",1.55978341354057e-10,1.04228092823178e-09,1.1002612154698e-09,5.77074388274923e-10,1.36483686219435e-06,3.36641596732079e-06,5.09622623212636e-07,20.9005224399053,8.0127040224786,1.38186351250624e-10,0.99495915322467,1.98991811418659,0.99495927570851,199.300360796607,887.269776536887,0.131049519258056,32.3929443089827,32.0066287489761,2.65476626683443,10.0575522496707,300.004103628969,325.835393495895,728.930992374954,200.000110591656,255.412232738459,262.492498832462,300.000000212078,300.000000000433
