"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0,0,8858.325,0,0,0,45.355,21.128,13.711,0.000,9.275,8.116,7.636,1697.035,1305.709,1.562,61.619,138.883,4.347,23.527,224.958,1765.215,1922.464,246.799,259.932,177.402,736.518,400.000
"2",0,0,37582.750,0,0,0,79.408,0.039,4.507,0.000,5.319,3.704,6.106,1445.075,1101.514,1.662,5.778,117.742,0.560,0.642,124.767,1731.078,1655.305,32.156,32.909,23.863,101.757,0
