"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.00e+00,9.00e+03,4.02e+01,1.92e-04,0.00e+00,5.96e-01,4.60e+00,2.07e+01,2.75e+01,7.69e-02,0.00e+00,2.30e+01,5.03e+01,3.18e-02,3.22e+03,9.13e-01,3.04e+01,7.25e+01,1.36e+00,1.05e+01,3.09e+02,9.81e+01,3.51e+03,2.05e+02,2.59e+02,2.02e+02,3.88e+02,3.00e+02
"2",0.00e+00,7.47e+03,2.13e+02,3.01e-04,0.00e+00,3.73e+00,5.39e+00,1.76e-01,1.77e+00,3.58e-02,0.00e+00,3.73e+00,1.34e+01,2.33e-02,2.64e+02,1.85e-01,3.83e-14,5.58e+00,1.20e-01,6.04e-01,5.65e+01,2.52e+01,4.11e+02,5.29e+00,1.96e+01,1.48e+01,1.09e+02,0.00e+00
