"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0,0,0.082,0,0,0,9.426,20.935,6.489,0.000,3.082,2.410,2.391,669.207,609.778,0.775,36.343,54.364,2.395,14.237,200.000,838.581,716.942,180.398,231.191,163.826,503.581,292.157
"2",0,0,0.509,0,0,0,13.302,0.051,2.380,0,1.519,1.430,1.474,697.842,450.755,1.143,1.770,33.956,0.418,0.636,28.284,577.102,452.235,50.160,21.156,32.299,71.345,39.208
