"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",1.46405909617897e-09,1.77783476829063e-09,0.020647985319556,1.7334969015792e-09,9.27673227124615e-09,6.021991794114e-10,4.66150140709942e-09,20.4935983579232,0.983955556880915,9.18987552722683e-10,0.994959057822598,1.85326598511892e-09,1.00116377399567,298.680222391114,144.606193000775,4.10881284551579e-09,11.0036327414997,11.1314331025106,0.725632924446302,2.99096051336983,400.193867218613,85.8626950015685,288.169471423993,200,200,100.994963396846,300,300.000000000001
"2",8.49695425131358e-10,2.18551576836035e-09,0.0389174962160723,2.60320121014956e-09,7.4478975875536e-07,9.81245241255556,2.84248801563081e-06,20.0270832462164,0.983955556880915,3.55726115230937e-10,1.98991811418659,0.994959057093297,1.98991811450657,134.01029927528,133.485092824822,8.64974936121143e-09,11.0987945177058,10.9839176053249,0.584322919602414,3.85894216233089,400.193867218613,17.7376377248378,23.0424729544191,200,200.000000000001,101.989920373218,300,300.000000000001
"3",1.27056409837678e-09,1.00794750323985e-09,0.0449338035887195,2.1905179892201e-09,1.19094920592033e-08,9.81243035390412,3.55836846210877e-07,20.3990449422791,0.983955556880915,7.87309772931621e-09,0.994959057451695,7.03477098795702e-09,0.994959057093297,150.852599703315,122.430591846492,1.77357151187607e-09,10.947061004828,11.2340998719884,0.706950404776023,3.59603605367818,400.193867218613,40.162835273669,16.1986624825914,200,200,102.984888832836,300,300.000000000001
"4",1.41994860314298e-09,3.48768480762374e-09,0.0142618897343709,3.41606209985912e-09,6.20161699771415e-09,2.1021833163104e-09,3.56687564817548e-07,20.3341069952535,1.5,5.58770807401743e-10,3.83874976250809e-09,0.994959057833569,7.15630221748143e-10,118.625697937553,126.842534756845,3.28137161886843e-09,11.374769600133,11.3087780776506,0.725980983072816,3.52629197746444,400.193867218613,34.4357391710149,23.5888119134406,200.004675922677,200,101.989920636829,300,300.000000000001
"5",1.97724148165435e-09,1.90038917935453e-09,0.00636161006082148,6.37328412267379e-10,3.24265442941396e-07,5.15331066708313e-09,1.97712779481662e-09,20.3413168501485,0.983955556888418,5.20742560183862e-10,0.994959057093297,0.99495905791872,1.71337433130248e-09,18.4720832770354,138.609605499239,0.0423464503689956,11.0904674715385,11.2803314392376,0.663436709164671,3.01216456381462,400.193867218613,170.804844652252,36.3937473269999,200,200,104.974911737012,300,300.000000000001
"6",1.46178535942454e-09,1.05956132756546e-09,0.00955784300185769,9.95214577415027e-10,5.11408870806918e-09,9.81242506638489,6.76311628922122e-09,20.3157514023407,0.985060588020929,7.62213403504575e-10,1.98991811418659,1.98991811418659,3.10507175527164e-10,415.122344989885,133.485092826499,4.85471218780731e-09,11.3149062629625,11.2611833539875,0.588866743395556,3.55917637342429,400.193867218613,56.6748102670138,35.4730093753828,200,200,100.994963398227,300,300.000000000001
"7",1.71644387592096e-09,1.97587723960169e-09,0.00606847241419928,9.12905306904577e-10,3.05115349874541e-07,2.90515345113818e-09,6.06996763963252e-09,20.2674178663628,0.983955556880915,9.5805035016383e-09,1.98991811462446,0.994959057743756,1.98991811418659,371.144240589486,126.904989197883,3.21276082502209e-05,11.0707165453534,10.840565725046,0.704468494384116,3.30718979175401,400.193867218613,16.6697839047752,58.8244734140278,200,200,214.102253952092,300,300.000000000001
"8",1.94791027752217e-09,3.69345798389986e-09,6.31518502643826,1.06410880107433e-09,7.38191374693997e-09,0.00680779447134228,6.78744527249364e-09,20.1266207645864,0.983955556880915,1.87026216735831e-09,0.994959057093297,0.994959058019901,0.994959058146122,588.866604509288,130.657793034171,4.62074467577622e-09,10.6713226208531,10.6353877299018,0.684575542111702,3.94075965349339,400.193867218613,30.2298913651082,52.3439348661451,200,187.290868644715,100.000000000409,300,300.000000000001
"9",3.05271896650083e-09,3.66935637430288e-09,0.0940687564309428,3.71210262528621e-09,4.0718077798374e-09,2.08035544346785e-09,2.83926874544704e-06,20.4516180635164,0.983955556880915,3.08261860482162e-10,0.994959057093297,1.08167341750232e-09,1.00116377314907,3.60232401579015,141.712293977564,3.39769565869119e-05,11.3255424929147,11.6013827251783,0.632764150250523,3.31128979500966,400.193867218613,8.31238463695661,286.072874991569,200,200.00410994009,100.994963786431,300,300.000000000001
"10",1.23668542073574e-09,2.68414623860735e-09,3.42290070420859e-05,5.83258952246979e-09,8.98046437214362e-09,9.81243175484394,6.71843736199662e-09,20.3160211770313,0.00101351139153394,1.57695012603654e-09,4.95333551953081e-09,0.994959057093297,0.994959057093297,242.115726485362,176.305081198707,5.17874809702334e-09,10.4283852586267,11.7656716015227,0.684804981162813,3.59878101105664,400.193867218613,41.6523871544227,23.0365567089837,200,200,101.989925338606,300,300.000000000001
