Loading required package: iterators
Loading required package: parallel
 [1] "Problem(N=Dim,D=Problem),Median, Best, Worst, Mean, Sd"
 [1] "CEC2017 N=1 D=10,2.36276775922306e-09,1.13371356746939e-09,582.628467190388,14.4019424872008,82.4000755089211"
 [2] "CEC2017 N=2 D=10,0,0,0,0,0"                                                                                   
 [3] "CEC2017 N=3 D=10,0,0,0,0,0"                                                                                   
 [4] "CEC2017 N=4 D=10,0,0,6.00361248900879,0.63632233589159,1.55904273931574"                                      
 [5] "CEC2017 N=5 D=10,2.98487717127989,0,6.96471339965302,3.08242188053497,1.85878865510341"                       
 [6] "CEC2017 N=6 D=10,6.6832853917731e-08,0,8.62778506416362e-08,6.01086675683915e-08,2.33386213885222e-08"        
 [7] "CEC2017 N=7 D=10,12.169828319201,10.4358892613099,34.0430093448028,14.8507473002951,6.58918307007887"         
 [8] "CEC2017 N=8 D=10,1.98991811418659,0,6.96470836183391,2.53617004675117,1.62045451496575"                       
 [9] "CEC2017 N=9 D=10,0,0,0,0,0"                                                                                   
[10] "CEC2017 N=10 D=10,6.82992137538349,0.374726646232375,1228.17957498766,46.5677035793541,178.330246046168"      
[11] "CEC2017 N=11 D=10,0,0,2.22741792536681,0.511457715706389,0.654953174653912"                                   
[12] "CEC2017 N=12 D=10,231.236059734445,0.208142984780807,774.583508474594,288.288853252236,223.256901963338"      
[13] "CEC2017 N=13 D=10,5.39412527100967,3.2150637707673e-10,5512.32897705311,233.048208640388,1062.12331821286"    
[14] "CEC2017 N=14 D=10,1.98991815649765,1.97971985471668e-08,187.000779382647,19.389559625559,39.1322906330973"    
[15] "CEC2017 N=15 D=10,0.499999999256715,0.000596405518308529,2.41498792705875,0.48850912227903,0.53093030094446"  
[16] "CEC2017 N=16 D=10,12.1051319648614,0.51653374197781,16.9000768029621,9.95408629014352,5.27601991625386"       
[17] "CEC2017 N=17 D=10,40.5330822101769,21.8586390178425,48.4943799399346,38.3314280271686,7.28504791628253"       
[18] "CEC2017 N=18 D=10,20.5163606574918,1.37660276777751e-05,29.0050162487332,16.89598517985,8.26138131892269"     
[19] "CEC2017 N=19 D=10,1.09025806153318,0.0194351095240108,4382.8846637024,123.977391949332,662.729599880174"      
[20] "CEC2017 N=20 D=10,39.2902709796601,5.46962132830231e-06,51.7713538355783,29.8244780084577,18.4823222155352"   
[21] "CEC2017 N=21 D=10,204.670974206977,178.912487281596,208.523696156437,204.208859344679,3.88862019772226"       
[22] "CEC2017 N=22 D=10,100.000000009361,100,100.286376883042,100.005615240469,0.0401007835182365"                  
[23] "CEC2017 N=23 D=10,306.574992783279,302.881632292439,311.097171502749,306.599471171344,1.98717155213614"       
[24] "CEC2017 N=24 D=10,332.868287699482,327.09454642997,337.480824635438,333.078464931919,2.43181704517155"        
[25] "CEC2017 N=25 D=10,443.381099297097,397.742869469987,445.829435477787,437.995738734223,16.1906082403439"       
[26] "CEC2017 N=26 D=10,300.000000087115,300,1178.61144347419,368.216903943311,232.842336754003"                    
[27] "CEC2017 N=27 D=10,395.984766687189,389.005526518958,397.373791389445,394.173368990649,2.93193259060689"       
[28] "CEC2017 N=28 D=10,611.821808079885,300.000000114458,644.131694688393,569.244536389256,100.328085379706"       
[29] "CEC2017 N=29 D=10,231.088314453251,225.619975168078,239.878462786189,231.541217494765,2.92006672519204"       
[30] "CEC2017 N=30 D=10,483.90891261458,394.500773655192,1248762.74397956,368693.768520463,458453.822503632"        
 [1] "CEC2017 N=1 D=30,7.40867417903246e-06,2.78862039237993e-06,512330.274165947,10045.6916583286,71740.5879347736"            
 [2] "CEC2017 N=2 D=30,0,0,2.09438218554293e+24,4.10663173635869e+22,2.93272166275882e+23"                                      
 [3] "CEC2017 N=3 D=30,11.2313161385121,9.26547727431171e-12,19.8266846380641,8.63685555156631,7.89391211206422"                
 [4] "CEC2017 N=4 D=30,58.5615573183682,58.5615573111347,58.5615573276431,58.5615573188065,3.30225643858575e-09"                
 [5] "CEC2017 N=5 D=30,141.031811175812,1.00608073711373,166.270557343304,120.67359690299,49.1126780395222"                     
 [6] "CEC2017 N=6 D=30,2.96417848630881e-05,2.42665403220599e-05,4.61443014501128e-05,3.04948329888551e-05,3.76677289594221e-06"
 [7] "CEC2017 N=7 D=30,187.754090309556,0.934551142613145,221.075964160552,176.514685220166,46.8188282881853"                   
 [8] "CEC2017 N=8 D=30,6.00212636682579,0.00739671126552821,161.186798705127,34.9219578644189,50.3235974386302"                 
 [9] "CEC2017 N=9 D=30,2.70574673777446e-11,1.20508047984913e-11,8.94715412869118e-11,3.02005740676952e-11,1.59722008024006e-11"
[10] "CEC2017 N=10 D=30,6391.7792584973,5405.56150312648,7084.68077655954,6365.21147727675,317.968588154404"                    
[11] "CEC2017 N=11 D=30,0.000224500706735853,2.17833530768985e-07,254.697144409912,20.1437989690473,42.5569080983526"           
[12] "CEC2017 N=12 D=30,408.213349327546,7.72752473774813,50614719.2456385,4125158.05448157,9847799.26658503"                   
[13] "CEC2017 N=13 D=30,52.7168452886656,6.51893081260937,117365585.908952,8056069.47925746,21341445.7030373"                   
[14] "CEC2017 N=14 D=30,52.3390159081187,21.9932262814391,60.7485481412396,49.2934352674092,9.55364853221444"                   
[15] "CEC2017 N=15 D=30,0.500432354080658,0.26977054240956,695.520068242607,14.5522022287611,97.2715061590012"                  
[16] "CEC2017 N=16 D=30,314.448197463613,30.7277513448971,944.536243222757,363.997525789169,242.661191185298"                   
[17] "CEC2017 N=17 D=30,435.858834539209,72.7829730353465,579.091657622873,416.456771978475,109.493148571982"                   
