"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25"
"1",7.03619207342854e-09,1.11020881377044e-08,3.42851080858964e-09,9.93253479464329e-09,0.000233878039580304,1.31613120819804,6195.35428771255,21.1665899636214,5.96975435235606,8.95463152521944,1.58523000908222,5609.70007582819,4.69772039216245,20.652508836093,400.000000009397,12.8640568134249,107.727801000605,914.330743596941,900.013013284549,914.183702511309,500.000008473468,859.922764949001,539.605273768343,200.000000005508,1639.30374536242
"2",9.3369862952386e-09,7.28823579265736e-09,3.6345113585412e-09,5.13267650603666e-09,0.000250771814535256,19.1643508096963,6195.37430138082,21.1214686726092,12.934467750723,7.95967245677645,0.00883351700520052,9613.96050839412,2.13194468393935,20.909669346696,400.000000010662,9.34816955511198,11.6279834744198,910.9249647214,914.966244632928,914.163679810781,500.000008467066,852.140748063466,539.218230197333,200.000000009698,1642.83660688576
"3",7.91885668149916e-09,1.0142571227334e-08,3.22108917316655e-09,1.07923483483319e-08,0.000234911305597052,20.3217027129476,6195.31858850918,21.1585263815736,10.9445496356739,6.96471341184309,0.00851329323258199,5750.24570890199,2.78249147994073,20.5018013004551,400.000000006899,7.91828888377991,15.4804110168984,916.774269075848,900.062344382494,912.303441169924,500.000008470045,889.919951324348,539.624825152485,200.000000011215,1633.24584016319
"4",1.01144905784167e-08,8.543338481104e-09,3.13059445034014e-09,6.52084963803645e-09,0.000239631954173092,0.287732554889544,6195.34023040427,21.1471665470064,4.9747952987691,6.9647133996973,0.00866741013082617,4667.42702943364,4.19740941730329,20.3467977693048,400.000000008629,3.91283677856948,12.5567695205275,917.715881890174,909.875706606209,900.68987695034,500.000008467301,888.445009330376,539.41039268062,200.00000001004,1638.12477832859
"5",9.50990397541318e-09,7.69784946896834e-09,3.66731001122389e-09,7.25941617929493e-09,0.000265238337306073,19.889728704915,6195.33054382135,21.123191234419,8.95463152076911,7.95967245678116,0.00930844836445033,24566.6091962244,2.70681923132584,21.1130581445846,400.000000006847,13.1687966100629,427.188742095449,911.001670736007,908.475393693759,908.001330694824,500.000008471812,865.780547288815,539.676121223843,200.000000007066,1633.50438600589
"6",9.91923343462986e-09,1.0630174074322e-08,3.59324303644826e-09,9.36870492296293e-09,0.00026712234102888,19.9840035145008,6195.3197082578,21.1106320187301,6.96471340880737,8.95463151387366,0.00842265229016448,18251.2233967165,2.34448022490831,20.418134014581,200.010619019417,5.94897278680597,10.1594853837132,900.621419727325,300.000000010698,914.153304580217,500.000008471602,852.372644970179,539.889217087062,200.000000011026,1644.39264705713
"7",1.01616137726523e-08,8.83687789610121e-09,3.14565795633825e-09,9.85886572379968e-09,0.000246816934122762,20.9106087195021,6195.32120126429,21.1069633792423,8.89497893836216,5.96975435901044,0.00791992207228986,3246.87591833696,4.59820659277783,20.87370216967,200.010327508988,20.0052124079317,10.3671970583473,901.944042118732,300.000000005462,909.558358193568,500.000008472756,896.995944322497,539.845291118678,200.000000009194,1637.67436846081
"8",1.07608002508641e-08,8.53128767630551e-09,3.1924400900607e-09,7.71962049839203e-09,0.000274436011750367,18.9165384874907,6195.31995931451,21.1544458013995,12.9344677500686,3.97983622839928,0.00852660839285591,12471.8473008034,1.49234742368552,20.9937781470726,28.1364658498645,8.38536910242681,13.3821029309942,918.019440651031,914.526570690773,917.046585898531,500.000008471875,862.354247944348,539.46492344131,200.000000007945,1644.36151565707
"9",1.12968336907215e-08,1.00123429547239e-08,4.22551238443702e-09,6.62328147882363e-09,0.00025721667225298,17.3679100073597,6195.33124751708,21.0708398424204,11.9395086915982,10.9445496336492,0.00917887627497294,3801.26977970701,3.52277927662927,21.1370562485169,400.00000000922,14.8438068009163,10.6389405160205,300.000000013238,913.348385029799,300.000000010501,500.000008467459,889.796222546175,539.510488380612,200.000000005466,1646.18652059684
"10",6.79148115523276e-09,6.7735754782916e-09,4.02087607653812e-09,9.25177801036625e-09,0.000268160929408623,5.08873489333558,6195.38610504696,21.1490361761266,2.98487718178166,7.95967246497423,0.00880385361759295,4048.63619745657,4.83193888692638,20.584533728255,400.000000008823,14.6200309539107,10.5972467555025,916.192658114393,300.000000007086,300.000000004812,500.000008467917,896.985312595148,540.125711094575,200.000000004701,1631.71494253436
"11",9.53377821133472e-09,7.21456672181375e-09,3.35171534970868e-09,6.78261358189047e-09,0.000235959547353559,0.810810184520676,6195.32093954707,21.145627823526,6.96471340573459,4.97479528549457,0.008684990471437,15269.6892007783,2.49676014609372,20.9135092984538,400.000000009479,11.6165539006163,13.5579227414425,913.20093895346,915.852862714559,916.409518995164,500.000008468733,863.067372780843,539.479670035652,200.000000011635,1641.1634620921
"12",9.10841890799929e-09,1.19765672934591e-08,3.79947096007527e-09,6.24521589998039e-09,0.000239482913457323,19.9674184365592,6195.32490421636,21.1636668387141,9.94959058093696,10.9445496380422,0.00900095809518575,3855.28971125866,2.64045425785669,20.1097206479304,400.000000009216,8.94332400305055,7.65145439535101,903.381685377324,917.609221546201,914.202450480269,500.000008474581,923.918045849171,539.247458592004,200.000000011719,1636.56051738202
"13",1.05506501313357e-08,7.72104158386355e-09,4.40962821812718e-09,7.91374077380169e-09,0.000258030946497456,18.2144142649589,6195.32025756984,21.068198077791,7.95967246670813,7.959672456779,3.35814641544727,10665.5745926738,3.24878061059248,20.651800019028,400.00000001358,9.62261703677277,18.4738378951982,300.000000009607,912.617600086435,902.910878330724,500.000008471109,856.32325405549,539.523418273556,200.000000008749,1649.01189155453
"14",1.23214931591065e-08,5.75596459384542e-09,3.88445187127218e-09,1.21372636385786e-08,0.00024985796699184,21.2218481878985,6195.32042951431,21.1229400577343,8.95463152452641,7.95967246496548,0.00902223254517764,14894.6321793482,2.8524157350531,21.2289867789181,400.000000009233,10.179543867521,12.8520250534897,300.000000009467,800.000000009129,901.489085714504,500.000008469203,856.695977769143,539.59407638078,200.000000010782,1641.39726498224
"15",1.00905594990763e-08,9.59164481173502e-09,3.67822394764517e-09,8.96903884495259e-09,0.000239805152887129,17.724200840246,6195.3339218865,21.156710112853,5.96975435004845,8.95463151389254,0.0092627987630749,19526.2979096715,4.63094143712074,20.4386647971149,301.383456651057,400.000000011818,11.3240174836315,913.568132264215,912.682681545713,913.248319933579,500.000008469767,879.710448700852,539.921739411001,200.000000011068,1654.1541873017
"16",6.27341023573535e-09,7.21951209925464e-09,3.85944076697342e-09,6.65545485389885e-09,0.000257902855082648,17.2911193495195,6195.32096078633,21.1979699541302,11.9235129535806,6.96471340766976,0.00905005018047689,21790.6731792189,2.10557299887785,21.0249543048649,400.000000011627,6.91644292125459,13.6289701207863,914.148480258733,918.338436617686,916.08883781982,500.000008472118,853.73529956156,539.312440796139,200.000000012463,1649.23033146069
"17",6.48697096039541e-09,1.09038182927179e-08,3.90423338103574e-09,6.26857854513219e-09,0.000249153494223719,19.6531912560866,6195.31802964484,21.0975550249613,11.9395086927642,3.97983623530774,0.00878698407544221,3035.43114825059,3.11538390586394,20.5739529965057,200.010025552958,7.58239504729957,15.5091929136725,300.000000011198,300.000000009639,916.933228587249,500.000008472157,859.345593513186,539.461348643263,200.000000009932,1644.05745258864
"18",1.23384893413458e-08,1.02735953078081e-08,3.83289489036542e-09,7.75332864577649e-09,0.000258814539847663,0.23647648311163,6195.31980274356,21.12589300783,7.95967246452324,7.95967246594557,0.00877892689737791,8764.2410448602,4.27001543082623,21.2405794769733,400.000000007656,12.1043279181831,14.710847263523,912.799030526159,914.286409494258,904.974399907022,500.000008468466,879.998570820677,539.395283956564,200.000000005568,1636.74944738009
"19",7.06450009602122e-09,9.72016778177931e-09,3.85017528969911e-09,7.19285253580892e-09,0.000273947824098286,18.2467159048319,6195.37958378625,21.0354184799673,10.9445496332011,11.9395086851604,0.00893034799578629,32314.4556005922,4.29874571517462,21.480580161751,201.306825867173,9.4673771104641,12.6622570371878,913.70603772306,912.24444845562,917.416300005912,500.000008470351,881.670324066255,540.125630676208,200.000000008753,1635.54677862759
"20",8.48882564241649e-09,6.77192701914464e-09,3.99927557737101e-09,7.82097231422085e-09,0.000265455577391549,3.6276525638678,6195.32252634777,21.0224515091264,11.9395086944336,3.97983624085998,0.00894395613396171,768.291534809791,2.88998426720582,20.9204169843725,400.000000011625,14.4570575681521,13.3944061912907,914.63617479689,300.00000001095,914.550396023461,500.000008474411,897.179647160701,540.125711353778,200.0000000086,1640.11695679055
"21",6.29290752840461e-09,6.7212226895208e-09,3.29589511238737e-09,8.83392203832045e-09,0.000265123017015867,19.4857685183695,6195.31921710413,21.1408654151467,6.96471340662953,6.96471339967979,0.00903633608213283,21746.2135014796,4.54546763271821,20.1452641127673,400.000000008873,17.1243109072089,9.31530098006394,906.130106406043,913.547711915539,300.000000012233,500.000008468498,845.812361676666,539.379817943438,200.00000001271,1642.5788030305
"22",1.0149108220503e-08,5.9415015130071e-09,3.82874532078858e-09,9.60585566645022e-09,0.000259052081673872,4.19023222545798,6195.31848349971,21.1491076760037,8.95463152067668,5.96975435448576,0.0081200422069827,8409.0598704819,2.33867436488644,20.6042694453737,400.000000012688,9.51669146577194,9.88654231729569,915.762851051785,918.75720197645,300.000000008759,500.000008468266,873.745739213709,539.755640417796,200.000000012802,1641.18637048149
"23",1.00658326118719e-08,6.91983359502046e-09,3.85142584491405e-09,9.17287934498745e-09,0.000300625367344765,0.80004707957886,6195.36335203322,21.1668488277002,17.9092630344485,7.95967245677429,0.00917970081823682,6072.32968637351,4.32329820010584,21.1990108335505,400.000000009027,6.98686169944719,15.0836446742379,910.677702962761,300.000000009226,915.201916665491,500.000008469011,876.777125423504,539.703508677516,200.000000008661,1645.16930051344
"24",8.96227447810816e-09,7.80852360549034e-09,4.65882976641296e-09,9.87239445748855e-09,0.00023058986698743,19.6506186371121,6195.35759054176,21.1681608016935,5.96975434859826,7.95967245677497,0.00844581802356004,21.296822418865,4.43701932569171,20.0795467334221,400.000000006362,9.67681869212075,14.8876708173539,912.050193588659,300.000000009005,915.930926972117,500.000008472312,860.600651147688,540.125239214533,200.000000012226,1647.22401563986
