"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28"
"1",1.01965724752517e-08,4.54338078270666e-09,8.47420551508549e-07,7.23093762644567e-09,1.36197741085198e-07,43.447331536776,1.29700370052888e-05,21.1586419251589,11.536984389034,6.96383040121873e-09,1.98991812570557,5.96975434258439,12.3495047909893,34.5221387683669,505.463554503644,3.45010041965344,247.128758035674,351.280363122492,4.26064117849603,21.2351812614031,836.442493282892,270.897702195044,762.029356217821,200.001943498628,281.053046876219,313.924347718758,614.101932508021,400.000001381117
"2",1.50623691297369e-08,4.0954546420835e-09,1.76691514752747e-06,1.47263108374318e-08,1.87576006283052e-07,43.4473315361897,6.71051009248913e-06,21.1526140134752,8.27301765525533,5.78074832446873e-09,6.96471340810933,2.98487717129234,12.8894496117138,46.0659341941609,968.312011383026,3.39710750442498,301.617541542356,337.755295076686,5.18550452916156,21.0754425085883,836.44248783686,174.355433085058,556.487389436375,200.001790759728,295.713631384999,300.001982463816,300.016122893202,400.000001278011
"3",9.59289536694996e-09,3.2334810384782e-09,6.51475602353457e-07,8.13201950222719e-09,2.48002265834657e-07,43.4473315361284,5.09899564349325e-06,21.1867264197838,7.40778212983355,8.3408622231218e-09,5.96975435584778,4.97479528546955,3.98110130645807,278.662361460927,493.590318883238,3.17399463135459,328.598162807401,317.22071026765,5.9447893811689,21.2786681018976,836.442487828527,172.327729860675,222.16612057379,200.001787704546,293.96071375308,300.00189339741,300.018144649791,400.00000128669
"4",6.51880327495746e-09,4.08431333198678e-09,1.51271387949237e-06,8.46534931042697e-09,2.29219267566805e-07,43.4473315365146,9.17268084776879e-06,21.1572258697933,0.00107028277784593,7.82756615080871e-09,2.98487718235975,4.97479528547831,3.97983622837504,30.54718563184,780.544174795345,3.05809623899887,285.056810407362,340.061571933425,3.610246659317,20.8598154801969,200.00000419435,227.22251945441,279.724950521936,200.002228182565,271.22047383161,300.002226229146,300.018496000807,400.000001312499
"5",8.13429323898163e-09,3.55043994204607e-09,1.75480568032071e-06,7.50424078432843e-09,1.29569571072352e-07,43.4473315361474,9.1879782075921e-06,21.1113956753787,8.03623494639862,9.86722170637222e-09,2.98487719118992,9.94959057095178,8.07772433922543,149.22461682223,495.756964861139,3.4903338698559,322.176709986011,347.654255617505,3.97850004733209,20.7042769187865,1122.18576385173,172.465965087004,670.433484994603,200.001889563473,286.04576445374,300.002370660585,300.018133522005,400.00000123057
"6",1.0417807061458e-08,3.89650267607067e-09,1.03174988907995e-06,1.13461737782927e-08,2.00129761651624e-07,43.4473315364081,6.57473958654009e-06,21.154599968187,7.40188940286782,1.02181729744188e-08,6.96471339965666,2.98487718611023,4.97479528547782,36.8898511888801,375.300037696928,3.33157862754558,329.962055782203,342.371405769387,2.71424077235974,20.8669920797098,836.442487828824,208.888991801076,624.595132207003,200.002194378142,289.192080049469,300.002105990358,300.022548552333,400.000001416947
"7",1.16799583338434e-08,4.44129000243265e-09,1.06636662167148e-06,1.03755155578256e-08,3.11632675220608e-07,43.4473315363995,8.24470077986916e-06,21.0790518640209,7.20504451080615,8.57602344694897e-09,5.9697543498034,3.97983622838558,4.97479528546836,50.7497347306271,270.677613043041,3.13194381063869,324.47101376539,352.456926538079,2.69828690636604,21.1881054211356,836.442487833362,284.501689392712,702.150694801391,200.002029904564,284.069210619547,300.001879365469,300.020068986366,400.000001145201
"8",7.29187377146445e-09,3.47426976077259e-09,2.1900818865106e-06,1.02870671980781e-08,1.44062937579292e-07,43.4473315364058,6.71702571253263e-06,21.0865839970265,8.98253176966625,6.2852336668584e-09,9.94959057093655,7.95967245675638,2.98487718207377,384.618500125649,258.799481903767,3.22491011232864,285.150968995866,292.008468689416,4.29156313568444,20.583012689049,1122.18576385114,168.534897137679,506.101317073901,200.001709539292,289.53279337975,300.002666994371,300.021020797602,400.000001355729
"9",7.04926605976652e-09,3.22938831232022e-09,1.82791973202256e-06,1.01961177279009e-08,1.76424123310426e-07,43.4473315360298,1.42384570835929e-05,21.152290707733,7.42411645816003,1.38369955493545e-08,6.96471339965598,3.97983622837762,2.98487717128324,176.433603472677,491.97223917289,3.37871727013578,292.339063147714,342.706753863972,5.23872744908999,21.123817607463,200.000004207687,403.495277470488,644.137237392301,200.002031056578,284.653431221613,300.00185346896,300.016969413561,400.000001344442
"10",6.52221388008911e-09,3.74507180822548e-09,7.46919567973237e-07,9.90758053376339e-09,1.9489914393489e-07,43.4473315359633,1.11325980469701e-05,21.165335938971,5.38061725161629,8.85501094671781e-09,6.96471339965746,4.97479528547831,4.97479528547055,37.4971079795068,744.034221844351,3.25757254198933,279.510036188187,348.001887493114,3.78779652713041,21.1533801396926,200.120876608049,168.90976345089,918.493970622909,200.00215253183,300.239651691257,300.002516918236,300.021187330191,400.000001339135
