"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28"
"1",1.55122506839689e-07,0.00525570574041012,23.0518660379471,3.48411049344577e-07,0.000109396511675186,179.742847216976,0.00560090235842381,21.2625349046272,18.2332306524039,1.64880657393951e-06,13.9297525139153,3.98046404253506,8.97065403602235,747.388084753751,480.166571787915,4.20013311360225,790.408361721201,825.673449425459,36.1029731960379,49.9999999999991,400.008907455241,345.486087646949,578.462271033863,200.650693231957,200.562019751389,300.701163740441,307.209201412974,2447.57506470113
"2",2.46317313212785e-07,0.0041112323242487,31.0620147248947,4.10183019994292e-07,6.89870380483626e-05,179.693161930954,0.005371872829528,21.3244284544556,15.1136145162386,1.48505722563641e-06,6.96490450890411,8.9555372586052,5.97023769555042,648.039457081679,719.453134309602,4.14504340389394,790.035177303031,792.99918625413,34.2143104365913,49.9999999999998,400.008419958893,272.379686510126,327.483159650226,200.592016470375,352.511933802731,300.697136083095,306.744220699229,2444.70618932292
"3",2.51420260610757e-07,0.0110658393234644,23.0332241565234,4.92958633913076e-07,0.000104214964835592,197.854471466129,0.00630627583188925,21.2245306910336,19.7681879358128,1.86214975883559e-06,12.9346816901058,4.97546827819383,5.97014931823347,512.508585737567,1239.96051382464,4.21066869058154,784.009853915212,800.208201436972,35.8791284073774,49.9999999999997,300.113395632755,636.851527987994,997.087882290799,200.594792499319,364.097920217002,300.711876540631,306.943408683263,2459.49593570232
"4",1.9400795281399e-07,0.0027445487373825,19.8438867094862,3.21160769090056e-07,0.000139648579761342,179.742847175874,0.00538916886546303,21.1867305668665,13.6333966317334,1.30841198142662e-06,8.95491369092747,7.96025125076494,9.25159731886612,519.400417725628,581.773385291628,3.07044241343212,785.111530672873,784.93147527062,36.4051506316606,49.9999999999999,400.009996168216,436.655801412549,484.092392102822,200.583224963907,375.170980754249,300.716756604208,306.249478011225,2443.37390174266
"5",1.84381178769399e-07,0.00332633505468038,15.9153559475544,5.59625050300383e-07,9.81416451395489e-05,179.742847660574,0.00667267596998045,21.171243617002,16.0531643593489,1.75383183886879e-06,5.97005123124643,6.96561946730071,5.97022658306608,655.75193208937,895.582051211233,4.28975719292254,785.380216632656,804.818145692909,33.979809638212,49.9999999999965,400.009093523546,692.506554444704,503.567132153083,200.645448730531,200.525619246822,300.691987794076,306.674761152979,2439.11900090443
"6",1.79829839908052e-07,0.00350690459458747,28.6732239708761,4.02287014367175e-07,6.42360166693834e-05,227.156615345167,0.00499955079510528,21.143101642646,18.7022306244883,1.49217987654993e-06,8.95498989943417,6.96520113796424,5.97044168095468,523.480578724964,810.487798353824,3.20340589968248,817.094059367263,805.612694703939,34.4789848130141,50,400.009855712931,247.289143621323,323.123204628487,200.568471291331,200.510296367352,300.69170783261,306.090760239951,2438.7954943825
"7",2.27681539399782e-07,0.00797431151704586,26.4031240835191,3.52843471773667e-07,0.000121109929978047,213.98491051549,0.00762540926052679,21.1674503807519,21.646394083353,1.39266131782279e-06,7.9597971964568,6.96566065554788,1.99035257091137,517.287207961206,1551.15368287012,4.30020909404524,804.831518520872,799.995413442897,34.1153434372231,49.9999999944757,400.008831241721,655.117986510911,843.260935412493,200.602497206053,370.541003792077,300.763808847453,306.150739969692,2440.17614431552
"8",3.06751644529868e-07,0.00282841534362888,36.6941701548558,2.8142881092208e-07,0.000132946425082991,196.113196781107,0.00568675268107199,21.2836906394048,18.7315485725885,1.42912830369823e-06,9.94980930626616,3.98052601559272,6.96511074306284,725.677471545401,918.43675130613,3.85347628488395,796.735203806737,795.581923265351,36.242406800834,50,400.010162883599,744.767593994158,849.116905235481,200.600331828952,362.867390575417,300.747179412201,307.251856532586,2441.55147612584
"9",1.9398703443585e-07,0.00444004149198918,24.9239989139414,4.44876832261798e-07,0.000108178056507313,179.742847135707,0.00564690174928728,21.3547963710749,14.580844322765,1.92307305724171e-06,8.95496000095818,10.945141040781,2.98557910607809,873.77186157606,2602.13527796363,4.09315680325437,760.7992132989,796.71526050138,36.619479429049,50,400.010664829126,470.70725737352,546.838796526557,200.633469440637,369.220915897125,300.632338940404,306.134503654199,2432.89446732134
"10",1.66203108165064e-07,0.00359280079328528,29.2083554718122,2.46398940362269e-07,7.82823955205458e-05,227.152618184521,0.00606124054945667,21.290482361412,16.9572435317865,1.52033248923544e-06,9.94988807834596,4.97586524533762,9.95004727448264,701.453247337769,1296.83025746108,3.88044401052247,776.547924263022,790.449703910999,36.9530217978312,50,400.010683491231,622.286817843534,829.772445476482,200.669349386386,358.76966933735,300.706878624676,306.081456383864,2450.48148880315
"11",2.07319999390165e-07,0.00605345811027291,29.5343287984642,3.87823774872231e-07,0.000117029560328774,179.69316191552,0.00486314828276591,21.289432167372,17.4086679434538,2.03998774850334e-06,6.96489510392604,7.96043080037623,2.98516216993929,304.474736241755,2544.12065414,3.39556944785761,765.530341198922,795.410508397664,32.2162230383653,50,400.00923620816,245.207872095764,445.418882383699,200.598244060221,200.481454103276,300.649369723474,306.7861566902,2430.68100048338
"12",2.35168045037426e-07,0.00385572502955256,26.4556286883324,3.5805919651466e-07,0.000106320286704431,152.221400485458,0.00643935583002531,21.2919991049342,21.7488337592522,1.53292228333157e-06,8.95485977323983,4.97567385675927,8.95493928693546,280.073485462519,741.962661704492,4.13685519412024,786.008129681223,816.694564747716,33.2769349549322,49.9999999999851,400.010364492741,547.147183036436,789.224254698058,200.638976283471,363.201014113388,300.66599462689,306.229683545434,2436.26878298569
"13",2.41404222833808e-07,0.00865389321756993,25.2479060900696,3.36396396960481e-07,6.11129208891725e-05,158.374301700996,0.00576837928645091,21.316510670115,17.0640983369591,1.6376975509047e-06,7.95982851705639,1.99082732929929,2.98522956683075,739.141443220738,1050.69817292769,3.89100302107119,806.376991252222,833.939116751597,34.9233796052753,50,400.009808291767,238.910084513015,488.679946467628,200.607192080591,358.923933589662,300.722858548355,306.506303739593,2442.9435931628
"14",1.49787183545413e-07,0.00405947656668104,20.6540607014167,3.64719880963094e-07,8.06737292577964e-05,213.984910698939,0.00558822928167046,21.3243915071409,18.85129834442,1.93744983789657e-06,9.94988600450887,2.98553353192403,4.97528260945907,620.663672398761,677.845843532064,3.87959765323737,772.158597273522,805.728135406983,36.0393779206182,50,400.008894510765,208.224100835054,490.72996012143,200.629633662769,200.557714637486,300.709378056366,306.532183555273,2439.68931314103
"15",1.67935013450915e-07,0.00663215529903027,20.2408623617521,5.10608970216708e-07,6.34622031157051e-05,155.432879569095,0.0059725555292971,21.3050097915353,17.7902065634737,1.5350136663983e-06,7.95994247034383,8.95555448178993,2.98540756600789,917.053966030646,823.143358382971,3.91067132948518,782.077852777501,809.247856446108,33.6524967832033,50,400.0108260172,276.345427383367,871.862833177939,200.55143149026,364.102428424574,300.677076457803,306.384182530849,2441.09936259195
"16",1.85573298949748e-07,0.00747579224298534,27.1457551466706,2.96879534289474e-07,9.45537585721468e-05,160.255953511836,0.00609242843745506,21.2212814632679,24.539986116798,1.70573730429169e-06,5.96987158315443,6.96582751588193,1.990242237026,671.724543427255,657.528194208608,4.21098379059455,791.109476170824,812.306259014866,33.7268347346939,50,400.008258245623,763.603912730029,967.288764568849,200.651078235935,373.66918422472,300.663156788776,306.312245135126,2437.84383484213
