"","V1","V2"
"1","Reinitialization","0.593032076499973"
"2","Lamarckian projection","0.591061842311362"
"3","Darwinian projection","0.513264646982448"
"4","Lamarckian reflection","0.594660820689271"
"5","Darwinian reflection","0.462936425643077"
"6","Lamarckian wrapping","0.58455256136917"
"7","Darwinian wrapping","0.499562846198755"
"8","Scaled mutant","0.590309347479667"
"9","Quadratic penalty","0.510831757275433"
"10","Substitution penalty","0.575070712248721"
"11","Resampling","0.588627787551279"
"12","Rand base","0.595486066612556"
"13","Midpoint target","0.595173832390288"
"14","Scaled to base","0.591549740646242"
"15","Conservatism","0.597699926342756"
