"","V1","V2"
"1","Reinitialization","0.569808882923272"
"2","Lamarckian projection","0.57157743348075"
"3","Darwinian projection","0.509118774980083"
"4","Lamarckian reflection","0.574620947259001"
"5","Darwinian reflection","0.460324376664246"
"6","Lamarckian wrapping","0.562206768576788"
"7","Darwinian wrapping","0.474195484867494"
"8","Scaled mutant","0.57183719262272"
"9","Quadratic penalty","0.532276160091373"
"10","Substitution penalty","0.54739510144921"
"11","Resampling","0.574391166090715"
"12","Rand base","0.575453285698333"
"13","Midpoint target","0.574892397810709"
"14","Scaled to base","0.572504502316923"
"15","Conservatism","0.575143763120048"
