"","V1","V2"
"1","Reinitialization","0.587720801828357"
"2","Lamarckian projection","0.569908742364048"
"3","Darwinian projection","0.486054108462557"
"4","Lamarckian reflection","0.579944946388141"
"5","Darwinian reflection","0.464040406467598"
"6","Lamarckian wrapping","0.58535792857448"
"7","Darwinian wrapping","0.515150823401256"
"8","Scaled mutant","0.56816582297407"
"9","Quadratic penalty","0.54917486330044"
"10","Substitution penalty","0.570508538382673"
"11","Resampling","0.584982672262805"
"12","Rand base","0.577187459951301"
"13","Midpoint target","0.577152617582981"
"14","Scaled to base","0.570617337348883"
"15","Conservatism","0.586495311632278"
