"","V1","V2"
"1","Reinitialization","0.800461361014994"
"2","Lamarckian projection","0.803095675452461"
"3","Darwinian projection","0.717487576003531"
"4","Lamarckian reflection","0.806812194739915"
"5","Darwinian reflection","0.707833169578652"
"6","Lamarckian wrapping","0.800632235464992"
"7","Darwinian wrapping","0.754254061828072"
"8","Scaled mutant","0.804263317527447"
"9","Quadratic penalty","0.788970054252638"
"10","Substitution penalty","0.74961197260313"
"11","Resampling","0.804590826889943"
"12","Rand base","0.809133239352386"
"13","Midpoint target","0.80644196676492"
"14","Scaled to base","0.806342290002421"
"15","Conservatism","0.804249077989947"
