"","V1","V2"
"1","Reinitialization","0.672208435760916"
"2","Lamarckian projection","0.666770226939393"
"3","Darwinian projection","0.494631047110863"
"4","Lamarckian reflection","0.671783838642739"
"5","Darwinian reflection","0.422202286869722"
"6","Lamarckian wrapping","0.664925559581461"
"7","Darwinian wrapping","0.409373758085792"
"8","Scaled mutant","0.666445306583715"
"9","Quadratic penalty","0.42347866723107"
"10","Substitution penalty","0.66681553455871"
"11","Resampling","0.672348242129096"
"12","Rand base","0.673776079389305"
"13","Midpoint target","0.673592259905216"
"14","Scaled to base","0.668205831220057"
"15","Conservatism","0.675686766421099"
