"","V1","V2"
"1","Reinitialization","0.847337918464408"
"2","Lamarckian projection","0.850242784114372"
"3","Darwinian projection","0.762755065715466"
"4","Lamarckian reflection","0.84955928631438"
"5","Darwinian reflection","0.753043701140587"
"6","Lamarckian wrapping","0.842282882651971"
"7","Darwinian wrapping","0.804676264114942"
"8","Scaled mutant","0.849687442151879"
"9","Quadratic penalty","0.814757856664815"
"10","Substitution penalty","0.760362823415495"
"11","Resampling","0.847266720776909"
"12","Rand base","0.852592307801843"
"13","Midpoint target","0.851837612314352"
"14","Scaled to base","0.85196576815185"
"15","Conservatism","0.852962535776838"
