"","V1","V2"
"1","Reinitialization","0.563576123380846"
"2","Lamarckian projection","0.54393713125531"
"3","Darwinian projection","0.46117575267822"
"4","Lamarckian reflection","0.554897718588767"
"5","Darwinian reflection","0.450590881474836"
"6","Lamarckian wrapping","0.561328946369155"
"7","Darwinian wrapping","0.493935291981716"
"8","Scaled mutant","0.54204950256549"
"9","Quadratic penalty","0.5430407820354"
"10","Substitution penalty","0.545002574983031"
"11","Resampling","0.559991913129328"
"12","Rand base","0.551788752901306"
"13","Midpoint target","0.551722301726307"
"14","Scaled to base","0.544761096159597"
"15","Conservatism","0.561980998523835"
