"","V1","V2"
"1","Reinitialization","0.776923405527788"
"2","Lamarckian projection","0.743645606390704"
"3","Darwinian projection","0.646645876941917"
"4","Lamarckian reflection","0.756646304128042"
"5","Darwinian reflection","0.604240534267447"
"6","Lamarckian wrapping","0.779301408290259"
"7","Darwinian wrapping","0.653224543266835"
"8","Scaled mutant","0.742121975878223"
"9","Quadratic penalty","0.765175787090435"
"10","Substitution penalty","0.751790621840603"
"11","Resampling","0.761687100402979"
"12","Rand base","0.750622979765617"
"13","Midpoint target","0.73682486792829"
"14","Scaled to base","0.74482748800319"
"15","Conservatism","0.772281316302846"
