"","V1","V2"
"1","Reinitialization","0.805022907855953"
"2","Lamarckian projection","0.803653242342689"
"3","Darwinian projection","0.709959310521594"
"4","Lamarckian reflection","0.805369996582511"
"5","Darwinian reflection","0.585086131402452"
"6","Lamarckian wrapping","0.801618768422402"
"7","Darwinian wrapping","0.706090606177111"
"8","Scaled mutant","0.803212706651288"
"9","Quadratic penalty","0.604381594685805"
"10","Substitution penalty","0.800062208979452"
"11","Resampling","0.809899504464095"
"12","Rand base","0.805775823401256"
"13","Midpoint target","0.80602546029305"
"14","Scaled to base","0.803323508052458"
"15","Conservatism","0.80712412960827"
