"","V1","V2"
"1","Reinitialization","0.857106241189286"
"2","Lamarckian projection","0.857823913879277"
"3","Darwinian projection","0.756619249006792"
"4","Lamarckian reflection","0.85838779956427"
"5","Darwinian reflection","0.742188901704473"
"6","Lamarckian wrapping","0.851095732410611"
"7","Darwinian wrapping","0.788312187620146"
"8","Scaled mutant","0.85756760220428"
"9","Quadratic penalty","0.799756503908753"
"10","Substitution penalty","0.777982827117775"
"11","Resampling","0.855824682814302"
"12","Rand base","0.861104703319236"
"13","Midpoint target","0.860489555299244"
"14","Scaled to base","0.859336152761758"
"15","Conservatism","0.862065872100474"
