"","V1","V2"
"1","Reinitialization","0.820415224913495"
"2","Lamarckian projection","0.822786107907215"
"3","Darwinian projection","0.742637447135717"
"4","Lamarckian reflection","0.826130975265923"
"5","Darwinian reflection","0.729027297193387"
"6","Lamarckian wrapping","0.820569011918493"
"7","Darwinian wrapping","0.765167243367935"
"8","Scaled mutant","0.823836985774702"
"9","Quadratic penalty","0.804331667307446"
"10","Substitution penalty","0.774650775342817"
"11","Resampling","0.824131744200948"
"12","Rand base","0.828219915417147"
"13","Midpoint target","0.825797770088427"
"14","Scaled to base","0.825708061002179"
"15","Conservatism","0.823824170190952"
