"","V1","V2"
"1","Reinitialization","0.886710239651416"
"2","Lamarckian projection","0.874907087017814"
"3","Darwinian projection","0.779290016660259"
"4","Lamarckian reflection","0.885441496860182"
"5","Darwinian reflection","0.758093041138024"
"6","Lamarckian wrapping","0.880968858131488"
"7","Darwinian wrapping","0.799307958477509"
"8","Scaled mutant","0.875740099961553"
"9","Quadratic penalty","0.849160579264385"
"10","Substitution penalty","0.823670383185954"
"11","Resampling","0.875150583109061"
"12","Rand base","0.888209662950147"
"13","Midpoint target","0.886979366910163"
"14","Scaled to base","0.877085736255286"
"15","Conservatism","0.893015506856337"
