"","V1","V2"
"1","Reinitialization","0.598226990597446"
"2","Lamarckian projection","0.59737822786223"
"3","Darwinian projection","0.524010089647238"
"4","Lamarckian reflection","0.600158389683786"
"5","Darwinian reflection","0.47141024495888"
"6","Lamarckian wrapping","0.590213870661562"
"7","Darwinian wrapping","0.513213499714418"
"8","Scaled mutant","0.596372686380803"
"9","Quadratic penalty","0.523599300565425"
"10","Substitution penalty","0.578172256116636"
"11","Resampling","0.594118955945604"
"12","Rand base","0.601020960455366"
"13","Midpoint target","0.600768819958021"
"14","Scaled to base","0.597697970204271"
"15","Conservatism","0.602924887302691"
