"","V1","V2"
"1","Reinitialization","0.546277849622717"
"2","Lamarckian projection","0.53421437235355"
"3","Darwinian projection","0.416555662999338"
"4","Lamarckian reflection","0.54518269973864"
"5","Darwinian reflection","0.386672051800848"
"6","Lamarckian wrapping","0.533600777737648"
"7","Darwinian wrapping","0.376706964557791"
"8","Scaled mutant","0.53573929736944"
"9","Quadratic penalty","0.395923867665506"
"10","Substitution penalty","0.547156817437479"
"11","Resampling","0.539207272002351"
"12","Rand base","0.54567202202727"
"13","Midpoint target","0.54481894428069"
"14","Scaled to base","0.536215674623979"
"15","Conservatism","0.550675277703344"
