"","V1","V2"
"1","Reinitialization","0.606905341451883"
"2","Lamarckian projection","0.58734510727334"
"3","Darwinian projection","0.512150137080719"
"4","Lamarckian reflection","0.597250503525868"
"5","Darwinian reflection","0.463882707635111"
"6","Lamarckian wrapping","0.584690080781328"
"7","Darwinian wrapping","0.487672947453374"
"8","Scaled mutant","0.587119719846449"
"9","Quadratic penalty","0.555775189633962"
"10","Substitution penalty","0.581942281544998"
"11","Resampling","0.585848805166162"
"12","Rand base","0.597714654914877"
"13","Midpoint target","0.599156875546298"
"14","Scaled to base","0.587751869011214"
"15","Conservatism","0.609577771823062"
