"","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","P1","P2.1","P3.1","P4.1","P5.1","P6.1","P7.1","P8.1","P9.1","P10.1","P11.1","P12.1","P13.1","P14.1","P15.1","P16.1","P17.1","P18.1","P19.1","P20.1","P21.1","P22.1","P23.1","P24.1","P25.1","P26.1","P27.1","P28.1","P29.1","P30.1","P1.1","P2","P3.2","P4.2","P5.2","P6.2","P7.2","P8.2","P9.2","P10.2","P11.2","P12.2","P13.2","P14.2","P15.2","P16.2","P17.2","P18.2","P19.2","P20.2","P21.2","P22.2","P23.2","P24.2","P25.2","P26.2","P27.2","P28.2","P29.2","P30.2","P1.2","P2.2","P3","P4.3","P5.3","P6.3","P7.3","P8.3","P9.3","P10.3","P11.3","P12.3","P13.3","P14.3","P15.3","P16.3","P17.3","P18.3","P19.3","P20.3","P21.3","P22.3","P23.3","P24.3","P25.3","P26.3","P27.3","P28.3","P29.3","P30.3"
"1",0,2.98487717127989,1.1361059932824e-05,13.5737999241865,4.97479528546648,0,427.844448977481,2.98487717127978,664.604269472368,90.8653636176498,30.9445193164195,6.76805231292678,1.51973185818679,42.9934766657802,33.4249626766207,5.95403024446273,139.732401099656,207.75692814646,100,304.70483675722,288.617615345832,398.116658141642,547.106211199614,398.149227580098,300.000000000001,401.183185494278,1248762.74270944,0,5,0,88.3975799643304,7.95967245674632,1.71436334226723,33.6031332849007,8.95463151383967,0.454324018590796,586.41202614465,52.7326482089318,1751.04524921264,696.807174632362,135.414426636816,194.44871271027,385.241636369047,202.959279385447,119.395194430329,121.965496235139,202.787918080018,211.694705923375,100.000000000004,422.625464165453,438.039342138835,412.428330151592,1294.38580376819,533.460961635554,403.285680653326,510.747127166584,5302.42282986538,38.1592582067449,305749495356971,7.95807864051312e-13,187.987327915135,13.9294267993063,0.789762451880279,347.708725445555,32.8336337706214,0,788.669425529475,95.7867083672083,8105.24778400595,3048.53669681097,248.838379093927,285.978419593465,371.662924914132,413.353083950297,232.355154919545,159.332580326974,65.9306485612533,219.83549921266,100.000000458619,528.984293836351,552.482174729169,548.58797207397,1544.01989001803,604.964781270771,560.359416233139,1033.16090551404,2954370.31380802,2920.17274063593,2.12532496408753e+49,0.00107391749605767,376.984702030249,71.6370777054184,0.450759624972079,832.762485325647,115.415143965094,1.90702314636383,3243.33811946814,892.472877614045,2810599.90672217,11801.0895053337,258.766260758043,1868.13464721958,2046.13329804757,2084.92388943894,479.49862968729,528.156005175731,393.797191129646,331.495296720716,100.033288547621,728.40620712462,1066.50524203476,958.780039762676,6768.25878786803,755.612652612834,760.784095393095,3591.68809316934,136137.111610653
"2",0,5.96974930474067,0.976842345885757,13.0721049538906,3.97983622837319,0,299.92630555318,11.9394784127669,678.519938039554,44.2244247601238,26.9647042661072,9.41442514131472,1.70716079960994,40.6985988037568,105.063952230201,15.3242426412312,24.2919977123415,203.757549961198,100,303.798302072453,329.975738057907,443.420598336362,300,402.300795922642,583.734041404447,399.749556591208,414.124824346757,0,134426395,0,93.3366179600638,7.95967245674632,0.372459243480307,34.3584973572918,6.96471339965308,0.454324018590796,373.961067195931,113.423746946313,1531.6417542898,1580.64723950913,128.449154999064,117.35438027539,598.761332543439,71.5128564915578,70.040453427619,97.7592416038433,71.8802236511447,219.89054477472,100.000000000005,377.282799409916,462.452413692851,391.076229680081,200.000000000035,523.066390308177,300.000007786144,589.349094106256,6533.41200020574,389.792127407309,67142781,1.47792889038101e-12,204.093855059611,16.914303970586,0.015561975161404,345.528427579547,20.8941401989592,2.61479726759717e-12,1099.39381093027,165.952119062259,83892.2406513223,5425.36698890503,227.944285140223,651.070350372556,549.119597834547,304.733725456312,455.399043376961,76.4956265601634,198.992167688218,218.697831258757,100.000002294872,524.320334125231,555.881467294696,604.375729744513,1699.83655903172,720.711790641991,554.804536808915,1157.68003200739,3542981.35310067,4004.65121863436,5.35690591824433e+30,0.000201588118557083,372.921310786552,77.6068326385272,1.50599234994536,145.167420406813,104.470680436765,1.36338594984784,3142.21340605083,945.175803174764,1745130.01925705,8149.26387222638,269.125718683091,2673.01381269428,2745.87077515382,1378.44244278919,576.712131666845,349.058105011607,390.853363358296,378.067950367496,100.031889504833,762.885051188908,1191.42013132689,930.943212976607,5803.57893484735,696.344785708417,699.640333312288,3259.5387399813,2260194.04921609
"3",0,2.98487717127989,0.250300483226397,12.5383579884846,4.97479528546648,0.454324018590796,15.2444858669514,9.94956029858031,615.171174683266,1.98991811418659,28.954620353149,14.0617554321773,121.228466173792,26.6764287090068,204.06356572381,81.003964712706,38.2212413801001,204.346542095478,100.286376883042,304.745261449452,328.588539552555,443.387623140664,300,399.510301988035,583.734041404447,258.065887836956,817578.056926263,5.6843418860808e-14,27499595433,0,87.6591443518782,6.96471339965302,0.167825622725331,36.6436168934035,5.96975434255978,0,844.460769443356,150.522193702686,1976.08791822467,1046.43543538155,126.459828928822,122.460207399467,669.510023448819,75.0730622008789,81.7978877408395,176.977696153026,189.772899580379,223.21078010432,100.000000000003,399.637911849797,441.640603989677,387.252765423939,200.000000000015,525.812130079902,300.000000000206,516.231892356375,7985.36549752596,965.565643675819,55618223,4.13820089306682e-11,172.255972730134,18.904222084773,0.823133434465262,343.730095593827,17.9092579898603,0.633380519430716,1123.5755848873,182.468022434233,5976.13020284463,4961.78537929447,144.368570052664,410.960813113677,645.019090914019,316.901508025387,218.420230208639,87.5539169235558,85.8934774552581,223.677942255074,100.000000825475,524.332838073557,574.205523097098,638.73122886133,1573.17557115805,643.343933796765,510.788703857291,1022.63834970629,3408514.62514323,15433.6005005574,7.60914070839112e+44,0.00113152225765134,344.268807358573,66.6622476880441,0.261418296774309,826.046325805197,84.5715071536887,1.35843985022711,3632.37952686931,1212.42562933351,2008714.99854852,11331.9307257567,281.905226274388,3291.70899239268,2575.22649923745,2295.30967080753,554.752753322592,447.259129525425,249.656076592053,350.946302308229,100.022034376208,739.081905480701,1146.12680481314,909.446215591202,6467.13309117693,752.041312677337,784.803175219326,3870.54672818953,75957.9999338049
"4",0,1.98991811418659,0.967937015996313,16.8979122064172,0.994959057093297,13.9990261500839,126.842534756845,13.9293914891343,131.11897068459,33.5635882332494,5.96974930474084,36.3029640119621,131.02941670646,22.473920318989,66.4203790755082,62.4197651394347,41.7314944093082,203.430654094447,100,302.803961853941,330.323896857099,443.380657208129,200.000000000001,397.24749658337,583.734041404447,235.154801764445,817578.056926237,1.4210854715202e-14,27,0,73.0997130709928,11.9395086851195,4.14003125115414e-08,38.5711470623594,10.9445496280262,0.0895282504164925,969.151578386172,180.084584753566,3075.4568329417,1141.56217649479,134.419011425456,313.528775464768,405.335127652532,45.5333458865509,152.65957278074,78.8441807002471,166.398813025297,217.593795512828,100.000000000004,369.93082073664,431.406973502795,387.755599581254,1078.12965807539,515.673391109684,422.489468757653,697.007044435677,6610.46680971624,14.7857090779376,24222,5.96855898038484e-12,134.783282242754,23.879007294601,0.0647619455120321,288.056518107357,21.8890942182334,0.0895282504167199,1324.7851301197,161.812310050028,10162.9312402109,2873.4027639208,200.085145865599,258.910454128402,389.279344058682,225.683538915053,266.99618200312,116.261385196625,74.9384959645322,239.344687144198,100.000002418714,502.812885430012,567.797989091056,555.788906115909,1712.31684609312,705.057977418609,505.564147484653,1278.90985189536,3736056.66734938,19742.1218158311,1.67602738473743e+29,0.000196306656505385,304.827773169978,116.410104441713,0.369969178017755,825.952341085923,138.299267945527,1.03712338143043,4801.45315042842,1387.39518984113,1853403.46221682,11893.8171761239,333.457138856643,2437.80241983154,3246.51943727368,1385.74755458352,579.377243378506,377.276636552692,300.572322634725,343.037193348533,100.018649027954,769.075787085283,1119.11993285299,919.964566969159,7037.86682468032,735.142003695036,721.695888504374,2947.1767620591,570530.4790042
"5",0,2.98487717127989,0.404698523174375,14.1188640408342,5.96975434255978,0,367.302339382216,16.9142028495548,11.3810980688199,68.3049561906828,22.9848617721448,9.94982689529115,248.884039796619,24.4556702299735,24.4375601167048,6.14195528470214,20.2112482698192,208.298322323258,100.286376883042,309.37260224648,100,398.092574160023,300,394.363156296915,611.821808064656,264.27962464827,655.696347349394,2.27373675443232e-13,2102548418,0,113.553909340879,9.94959057093291,0.632018506346867,32.3653486716465,9.94959057093286,0.0895282504164925,1736.4163173829,81.6068782203977,9816.88328043413,1878.93160359834,165.262383604274,188.070303480292,405.520937112238,51.4167667225001,177.448645608266,191.803209379882,85.1098279925909,223.712512826954,100.000000000005,394.725846047806,441.837955875119,387.820637812186,200.000000000017,515.997800975932,403.285680653326,601.554589753765,7657.26527594946,1775.51050826471,39492119,1.19371179607697e-12,147.803185249154,18.9042220847732,4.1357651070939e-05,346.549093786412,22.8840532753267,0.454324018594207,1423.74020508104,157.05804783512,13676.9128761666,8288.56284093201,197.100801823955,520.229585615335,636.557271651439,540.379372036385,279.130218214208,113.617645269827,112.418298124421,231.033586243351,100.000000657167,473.520141034455,554.324557363281,529.059995236626,2092.43016148469,612.058153259175,542.327495658203,1102.11265982448,4280829.14082313,12079.2915044709,1.94392006256574e+32,0.000415478127422375,310.334760708655,159.193247831295,0.118969175451866,845.885789291004,128.349569709395,1.54289643053733,3259.36454954546,1389.60265436588,18431656.6215826,9482.24217467307,323.939386237619,1558.94562981356,3381.73999502916,1616.96654998585,591.175221738021,579.050719451609,257.971427745323,311.875309088023,100.024934068975,811.831322832104,1085.81185468373,962.662431822263,5972.41866034012,712.120543708671,694.789868825451,3708.64532376332,144199.499017668
"6",0,2.98487717127989,1.48102117236704e-08,12.4336654287887,2.98487717127989,0,133.745274922428,8.95462143820146,529.109893012702,194.039347292898,39.8609941827538,37.9402867922454,121.346956588244,41.1994995723264,39.4697743579391,6.03512413321005,25.5991367102515,208.949910793362,100,306.71921559094,330.378770129449,397.742869469987,300,403.447680071527,611.821808064657,244.419072939499,481.989252168142,0,2,0,70.015462439856,11.9395086851195,0.0971523814971533,34.2551366051696,11.9395086851194,0,1103.70957663747,65.6668977685263,2772.95950679609,1199.07195043202,101.585876268867,301.072498782017,607.3537833874,412.509772917126,131.694728885664,87.2562451591384,165.907205628093,214.246368387149,100.000000000005,390.826021456755,440.52291051979,399.753897677547,916.678893489101,555.834919237558,300.000000000001,826.300262657277,6704.86941607801,2138.93031700593,11737,7.27595761418343e-12,196.884390406208,17.9092579898602,0.0358693100454275,350.988999725942,28.8538025800674,0.998176287598653,844.531540124994,208.132617263344,9309.84969949877,3146.18992936675,196.105054896732,391.613275923793,809.955979403666,482.178903970955,129.775512857801,68.1422655946219,85.5430954122526,222.911216345088,100.00000180226,503.192366359491,555.808556195044,580.141869299581,1851.66190434518,712.71745077608,555.82876555299,826.110757988957,4909382.40644457,32818.8764745112,2.08677771891743e+40,0.000870774549071029,424.616475256514,105.46558688277,0.113249249982573,788.683184055365,140.288947027481,5.72822147397426,3203.96747147122,1198.77962366138,5144142.34221033,11601.2379136947,247.852739169185,1814.80712551456,4079.0068113116,1182.57394088164,531.098389085512,429.740255598396,470.8419228165,328.826832013277,100.025781724135,709.368133914875,1135.59194986538,972.37335965161,6123.67066559565,726.273883360174,778.999003950371,4266.37351995864,141282.205069223
"7",0,4.97479528546643,0.00726250338777845,12.2567129023292,1.98991811418659,1.72774666803298,3.5398695697686,27.8587373641237,691.006640807883,20.0280221041219,9.94956029858031,3.9798457654133,121.64437151296,25.4071376840777,53.9717831251662,4.44005716456809,25.2728551324046,203.283611996263,100,308.138345952533,331.989132453622,443.370625268405,300,396.257460838836,415.727953716806,248.710889793017,547.022289827815,1.4210854715202e-14,0,0,0,8.95463151383962,9.16119907969914e-05,35.5784433287947,8.95463151383967,0.0895282504164925,545.725278865661,76.6114120863808,2518.46691318033,1984.80964266555,114.508905401546,320.719330921995,492.319583934192,192.796314073728,198.181658990876,78.7228499970738,66.1140222903614,217.009210141563,100.000000000004,369.461371904413,434.255758998888,387.90016500501,200.00000000002,536.513598689357,300.000000112824,981.346393841643,5362.56887034208,98.559703751252,1038850388396,1.31876731757075e-11,188.63336776054,24.8739713895133,0.550464037048982,346.255805485992,20.8941351611404,1.13686837721616e-13,1203.62004558938,173.726935524972,12988.8804682375,5830.72094229961,215.00990022255,332.61373705018,370.788884167329,658.583181224979,662.101172165305,176.555163294863,93.2539977025572,228.079544406148,100.000001668001,490.012672323637,582.519031259606,558.227177596108,2100.79694354539,640.544295847916,532.898647603549,1260.35192111763,6162120.52740522,13824.4139649212,2.53693161431048e+35,0.000922077276072741,436.273544478748,93.5261047109515,0.533246763517468,796.261791629867,121.384876124225,9.54413456737677,2886.48560954218,1330.86571304501,975848.283842406,12326.3738455461,356.919532781438,2690.02173077138,2312.53038237977,1253.01131876518,403.484597081562,463.932438639787,619.815679235643,322.095786253921,100.039567698363,720.560858642779,1115.49186569149,977.021845320288,6100.28327118891,734.538423669572,742.315350044307,3820.29492342211,122671.571002128
"8",0,1.98991811418659,5.84508887868651e-05,12.014335402029,1.98991811418659,0,321.287952809678,1.98991811418659,355.76419129017,170.071721458258,22.984870057737,86.0148635766141,121.019453991066,34.244895753412,35.9713029599936,20.3916635074697,64.9268557544247,205.895560071686,100.878555268492,313.396450215724,100,445.792938405976,300,397.24749658337,583.734041404448,298.983859522103,490.339854959154,0,27304594,0,3.82340203941567e-09,5.96975434255972,0.0171639192047905,46.0039840150346,7.95967245674638,0,845.022883224095,97.5055480291815,2617.73729456087,1278.54759799111,99.5961984377263,116.176109647084,626.36855872157,165.437702191657,191.358372620513,84.4085501396155,92.5829080697049,212.788525969171,100.000000000004,411.667216375378,433.293734000344,392.549695377704,1308.99493144275,543.710930534335,300.000000444214,502.402745365804,10044.720592638,409.099135169609,174788489,2.38742359215394e-12,213.603222583891,13.9294267993064,0.247090882187649,349.685733455607,33.828597865535,0.1790565008356,1299.17618834852,133.722694827798,74199.6899880855,3038.10903415019,173.222350245448,476.460266493586,859.837397614251,406.842171813728,359.661915650882,109.54848595777,97.4718881532758,224.21954112337,100.000002188751,523.835551696924,571.31863848041,557.585915972309,1714.85303198772,744.98091027968,543.721638496987,936.951264254776,4464938.93092752,4304.4930515544,4.19685496761933e+32,0.00275700317070005,328.567436910037,121.384956741012,0.591393844261233,620.174488367397,121.384871771711,0.999582814364544,2259.73929989884,903.772985825795,1284423.50871514,9129.24406954593,262.359528524847,2214.00981248028,3105.90566816556,1671.41950843981,476.514379874023,439.909538482369,304.533706402861,337.033026105146,100.016123804492,703.125258406601,1130.18952235649,980.539002175515,5374.24987331434,666.350112751044,793.434027579753,3286.59191965453,306652.664959701
"9",0,1.98991811418659,5.30609658918434,17.6594671862746,3.97983622837319,0,632.026414042396,13.9293914891343,698.49797315552,140.127749330806,16.9142028495548,29.2109034211633,1.46408981722652,20.2149126847526,25.2426516179496,14.2835689941537,155.586538112599,202.835028341037,100,305.874857463152,331.922602081278,399.584967871679,300,403.650826960028,611.821808064656,250.017618037445,817578.083488973,1.13686837721616e-13,15,0,92.6024836763517,7.95967245674632,0.0737216723425718,35.174219609361,8.95463151383967,0.454324018590796,763.685292664293,57.7072961604924,1383.14510035842,1786.64714223671,125.456264164643,164.834592755806,434.674542574957,186.924661120276,92.0001298752925,128.113393376714,171.030861906596,210.254557773697,100.000000000004,380.665853237638,436.758898791808,390.195329199537,2623.99035200247,515.190986975986,300.000000000004,784.910067887432,5126.65661668036,124.736274203287,955575178,5.6843418860808e-12,143.813701203957,23.879017370239,0.819353727603925,344.727204370952,30.8437106186158,0.454324018591251,1160.43307152464,180.010870975709,5736.37278878891,4332.29622533403,156.308075682044,430.231646567169,464.701481796128,330.088217198886,444.594997591503,211.629845021278,89.2818204000382,221.625417870701,100.000000852313,496.181786728843,553.859507776143,520.142187956188,2157.26087686703,702.261761840577,545.572779784656,823.911395837109,3865715.80191947,1196.37241401228,7.29140658541208e+39,0.000734473426462046,463.621488590969,79.5966644625997,0.875642898084607,830.409630207256,93.5261276232853,0.544493115745013,5100.52017120383,1103.76057817442,2915887.38765459,8282.54381300565,331.454296212323,2913.96019421228,2505.94439255159,1807.20024297257,453.585358871294,713.586437205522,406.245936694248,313.502007160278,4458.23197193819,670.002889309318,1096.02611746588,940.854421688899,6480.60817816248,725.682484182083,711.62089388665,3223.63169844399,116137.193033175
"10",0,2.98487717127989,0.405853257664148,19.6436884100819,2.98487717127989,0,299.771492210364,13.6510091057248,527.342773491947,89.6264617360991,71.7028398353252,59.1621867879348,0.574528180384959,42.9026975691347,24.9842438199355,9.73463414608659,20.9949590252672,204.701948120847,100,310.517236084966,331.662660299884,398.05798551283,300,402.761282605969,611.821808064656,237.734258176121,712.328616929761,2.41584530158434e-13,7815,0,90.2011927723987,11.9395036473004,0.0270460473311687,35.4758475682753,7.95967245674638,0.0895282504164925,1296.61514354251,154.589309666989,3880.34590765791,760.788618824381,123.474793545618,247.890380045612,154.465385344029,73.0786729992585,98.8966680219105,125.988436893822,174.474353491684,207.754415746769,100.000000000009,384.884358742641,475.967934872716,387.120769716366,200.000000000017,534.452241919163,403.285680653326,558.062714417282,11399.5378086237,377.153538032089,10705,9.66338120633736e-13,125.745234484343,19.8991761040471,0.00803745868915939,364.558852295099,28.8538025800692,0.454324018601142,1034.98122837537,166.008907150856,14203.0744833077,3854.7248323106,160.287904109667,450.278399652139,804.676599746808,341.1300848608,303.558992184422,75.6856196331087,104.668138697763,225.528614600825,100.00000147822,479.607506959318,570.584212540813,547.944725465242,1382.60707319575,747.794524648182,516.658043032382,1099.41353314978,4210718.34506937,13837.1703789969,8.86446120379699e+30,0.00200086666717425,377.720334770839,57.7076473093172,1.12270132631306,406.746254848711,122.379774486815,1.81368561396994,5173.88304564013,1248.14822934018,3172401.03628731,14862.9360364268,334.779223045083,3724.24146718572,2752.6328295086,1496.66587186482,613.665658647476,480.444888230255,312.029910483798,356.276753943461,100.023746989029,781.817878478658,1139.24621881486,959.495563129311,5687.0940090412,723.393921841174,744.372249555321,3197.75276277962,87695.594369363
